"r0_label","r1_label","r2_label","v_label","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_n","z_n_pct","z_g_score","z"
"World","Africa","Eastern Africa","Bassas da India",1,2,14,34,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Comoro Islands",1,2,14,28,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Djibouti",1,2,14,46,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Eritrea",1,2,14,45,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Glorioso Islands",1,2,14,30,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Ile Europa",1,2,14,35,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Ile Tromelin",1,2,14,36,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Juan de Nova Island",1,2,14,33,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Kenya",1,2,14,43,1,0.55,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"v","43",1,1,0,0.55
"World","Africa","Eastern Africa","Madagascar",1,2,14,42,1,0.488571428571429,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"v","42",1,1,0,0.488571428571429
"World","Africa","Eastern Africa","Mauritius",1,2,14,37,1,0.635714285714286,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"v","37",1,1,0,0.635714285714286
"World","Africa","Eastern Africa","Mayotte",1,2,14,29,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Mozambique",1,2,14,41,1,0.471428571428571,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"v","41",1,1,0,0.471428571428571
"World","Africa","Eastern Africa","R_union",1,2,14,32,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Seychelles",1,2,14,31,1,0.585714285714286,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"v","31",1,1,0,0.585714285714286
"World","Africa","Eastern Africa","Somalia",1,2,14,44,,,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"r2","31,37,41,42,43,202",6,0.352941176470588,0.323529411764706,0.538571428571429
"World","Africa","Eastern Africa","Tanzania",1,2,14,202,1,0.5,0.538571428571429,0.520846560846561,0.606788819875776,17,46,220,6,27,115,"v","202",1,1,0,0.5
"World","Africa","Middle Africa","Angola",1,2,17,200,1,0.45,0.501428571428571,0.520846560846561,0.606788819875776,7,46,220,3,27,115,"v","200",1,1,0,0.45
