"rgn_id","year","gapfilled","method"
1,2005,"1","UN_geopolitical region avg, r2"
1,2006,"1","UN_geopolitical region avg, r2"
1,2007,"1","UN_geopolitical region avg, r2"
1,2008,"1","UN_geopolitical region avg, r2"
1,2009,"1","UN_geopolitical region avg, r2"
1,2010,"1","UN_geopolitical region avg, r2"
1,2011,"1","UN_geopolitical region avg, r2"
1,2012,"1","UN_geopolitical region avg, r2"
1,2013,"1","UN_geopolitical region avg, r2"
1,2014,"1","UN_geopolitical region avg, r2"
1,2015,"1","UN_geopolitical region avg, r2"
2,2005,"1","UN_geopolitical region avg, r2"
2,2006,"1","UN_geopolitical region avg, r2"
2,2007,"1","UN_geopolitical region avg, r2"
2,2008,"1","UN_geopolitical region avg, r2"
2,2009,"1","UN_geopolitical region avg, r2"
2,2010,"1","UN_geopolitical region avg, r2"
2,2011,"1","UN_geopolitical region avg, r2"
2,2012,"1","UN_geopolitical region avg, r2"
2,2013,"1","UN_geopolitical region avg, r2"
2,2014,"1","UN_geopolitical region avg, r2"
2,2015,"1","UN_geopolitical region avg, r2"
3,2005,"1","UN_geopolitical region avg, r2"
3,2006,"1","UN_geopolitical region avg, r2"
3,2007,"1","UN_geopolitical region avg, r2"
3,2008,"1","UN_geopolitical region avg, r2"
3,2009,"1","UN_geopolitical region avg, r2"
3,2010,"1","UN_geopolitical region avg, r2"
3,2011,"1","UN_geopolitical region avg, r2"
3,2012,"1","UN_geopolitical region avg, r2"
3,2013,"1","UN_geopolitical region avg, r2"
3,2014,"1","UN_geopolitical region avg, r2"
3,2015,"1","UN_geopolitical region avg, r2"
4,2005,"1","UN_geopolitical region avg, r2"
4,2006,"1","UN_geopolitical region avg, r2"
4,2007,"1","UN_geopolitical region avg, r2"
4,2008,"1","UN_geopolitical region avg, r2"
4,2009,"1","UN_geopolitical region avg, r2"
4,2010,"1","UN_geopolitical region avg, r2"
4,2011,"1","UN_geopolitical region avg, r2"
4,2012,"1","UN_geopolitical region avg, r2"
4,2013,"1","UN_geopolitical region avg, r2"
4,2014,"1","UN_geopolitical region avg, r2"
4,2015,"1","UN_geopolitical region avg, r2"
5,2005,"1","UN_geopolitical region avg, r2"
5,2006,"1","UN_geopolitical region avg, r2"
5,2007,"1","UN_geopolitical region avg, r2"
