"target","layer","name","description","citation_2012n","citation_2013a","fld_value","units","ingest","dir_2012a","fn_2012a","dir_2013a","fn_2013a"
"LE","le_gdp_pc_ppp","Modeled Livelihoods & Economies data","gross domestic product per person at purchasing power parity","6F",,"usd","USD","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_cntry_gdp_pc_ppp_2013a.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_cntry_gdp_pc_ppp_2013a.csv"
"LE","le_workforcesize_adj","Modeled Livelihoods & Economies data","adjusted workforce size","6F",,"jobs","jobs","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_workforcesize_adj.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_workforcesize_adj.csv"
"LE","le_revenue_adj","Modeled Livelihoods & Economies data","adjusted revenue","6F",,"usd","USD","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_revenue_adj.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_revenue_adj.csv"
"LE","le_jobs_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_jobs_cur_base_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_jobs_cur_base_value.csv"
"LE","le_jobs_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_jobs_ref_base_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_jobs_ref_base_value.csv"
"LE","le_jobs_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_jobs_cur_adj_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_jobs_cur_adj_value.csv"
"LE","le_jobs_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_jobs_ref_adj_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_jobs_ref_adj_value.csv"
"LE","le_rev_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_rev_cur_base_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_rev_cur_base_value.csv"
"LE","le_rev_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_rev_ref_base_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_rev_ref_base_value.csv"
"LE","le_rev_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_rev_cur_adj_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_rev_cur_adj_value.csv"
"LE","le_rev_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_rev_ref_adj_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_rev_ref_adj_value.csv"
"LE","le_wage_cur_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_wage_cur_base_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_wage_cur_base_value.csv"
"LE","le_wage_ref_base_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_wage_ref_base_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_wage_ref_base_value.csv"
"LE","le_wage_cur_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_wage_cur_adj_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_wage_cur_adj_value.csv"
"LE","le_wage_ref_adj_value","Modeled Livelihoods & Economies data","One of current or reference and base or adjusted value","6F",,"value","value","T","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2012_status_model_curref_wage_ref_adj_value.csv","ohiprep:Global/NCEAS-Livelihoods_v2013/data","le_2013_status_model_curref_wage_ref_adj_value.csv"
