"rgn_id","tonnes_gapfilled","usd_gapfilled"
5,FALSE,FALSE
6,FALSE,FALSE
7,FALSE,FALSE
8,FALSE,FALSE
9,FALSE,FALSE
11,FALSE,FALSE
14,FALSE,FALSE
15,FALSE,FALSE
16,FALSE,FALSE
17,FALSE,FALSE
18,FALSE,FALSE
20,FALSE,FALSE
21,FALSE,FALSE
24,FALSE,FALSE
25,FALSE,FALSE
31,FALSE,FALSE
37,FALSE,FALSE
39,FALSE,FALSE
40,FALSE,FALSE
41,FALSE,FALSE
42,FALSE,FALSE
43,FALSE,TRUE
44,FALSE,FALSE
45,FALSE,FALSE
47,FALSE,FALSE
48,FALSE,FALSE
49,FALSE,FALSE
50,FALSE,TRUE
52,FALSE,FALSE
53,FALSE,FALSE
54,FALSE,FALSE
59,FALSE,TRUE
61,FALSE,FALSE
62,FALSE,FALSE
64,FALSE,FALSE
66,FALSE,FALSE
67,FALSE,FALSE
69,FALSE,FALSE
70,FALSE,FALSE
71,FALSE,FALSE
72,FALSE,FALSE
73,FALSE,FALSE
74,FALSE,FALSE
75,FALSE,FALSE
76,FALSE,FALSE
77,FALSE,FALSE
79,FALSE,FALSE
80,FALSE,TRUE
81,FALSE,FALSE
82,FALSE,FALSE
101,FALSE,FALSE
102,FALSE,FALSE
106,FALSE,FALSE
110,FALSE,FALSE
111,FALSE,FALSE
112,FALSE,FALSE
114,FALSE,FALSE
115,FALSE,FALSE
122,FALSE,FALSE
124,FALSE,FALSE
126,FALSE,FALSE
127,FALSE,FALSE
129,FALSE,FALSE
130,FALSE,FALSE
131,FALSE,FALSE
132,FALSE,FALSE
133,FALSE,FALSE
134,FALSE,FALSE
135,FALSE,FALSE
136,FALSE,FALSE
137,FALSE,FALSE
138,FALSE,FALSE
139,FALSE,FALSE
140,FALSE,FALSE
141,FALSE,FALSE
143,FALSE,FALSE
147,FALSE,FALSE
153,FALSE,FALSE
155,FALSE,FALSE
162,FALSE,FALSE
163,FALSE,FALSE
164,FALSE,FALSE
166,FALSE,FALSE
167,FALSE,FALSE
171,FALSE,FALSE
172,FALSE,FALSE
173,FALSE,FALSE
174,FALSE,FALSE
175,FALSE,FALSE
176,FALSE,FALSE
177,FALSE,FALSE
178,FALSE,FALSE
179,FALSE,FALSE
180,FALSE,FALSE
181,FALSE,FALSE
182,FALSE,FALSE
183,FALSE,FALSE
184,FALSE,FALSE
186,FALSE,FALSE
187,FALSE,TRUE
188,FALSE,FALSE
189,FALSE,FALSE
191,FALSE,FALSE
195,FALSE,FALSE
200,FALSE,FALSE
202,FALSE,FALSE
203,FALSE,FALSE
204,FALSE,FALSE
206,FALSE,TRUE
207,FALSE,FALSE
208,FALSE,FALSE
209,FALSE,TRUE
210,FALSE,FALSE
212,FALSE,FALSE
214,FALSE,FALSE
216,FALSE,FALSE
218,FALSE,FALSE
220,FALSE,FALSE
222,FALSE,FALSE
223,FALSE,FALSE
224,FALSE,FALSE
232,FALSE,FALSE
245,FALSE,FALSE
248,FALSE,FALSE
249,FALSE,FALSE
255,FALSE,FALSE
