"year","goal","dimension","region_id","region_name","score_new","score_old","score_dif"
2012,"Index","score",0,"GLOBAL",67.8,64.89,2.91
2013,"Index","score",0,"GLOBAL",67.99,65.17,2.81999999999999
2012,"Index","future",0,"GLOBAL",68,64.56,3.44
2013,"Index","future",0,"GLOBAL",68.06,64.71,3.35000000000001
2012,"AO","score",0,"GLOBAL",94.77,94.81,-0.0400000000000063
2012,"BD","score",0,"GLOBAL",85.08,85.02,0.0600000000000023
2012,"CP","score",0,"GLOBAL",74.38,69.32,5.06
2012,"CS","score",0,"GLOBAL",73.56,73.69,-0.129999999999995
2012,"CW","score",0,"GLOBAL",78.14,78.12,0.019999999999996
2012,"ECO","score",0,"GLOBAL",77.54,78.15,-0.609999999999999
2012,"FIS","score",0,"GLOBAL",30.53,30.62,-0.0899999999999999
2012,"FP","score",0,"GLOBAL",29.86,32.59,-2.73
2012,"HAB","score",0,"GLOBAL",88.01,87.82,0.190000000000012
2012,"ICO","score",0,"GLOBAL",59.93,59.91,0.0200000000000031
2012,"LE","score",0,"GLOBAL",78.41,79.67,-1.26000000000001
2012,"LIV","score",0,"GLOBAL",79.27,81.19,-1.92
2012,"LSP","score",0,"GLOBAL",60.14,60.11,0.0300000000000011
2012,"MAR","score",0,"GLOBAL",11.42,25.89,-14.47
2012,"NP","score",0,"GLOBAL",61.28,31.32,29.96
2012,"SP","score",0,"GLOBAL",59.45,59.42,0.0300000000000011
2012,"SPP","score",0,"GLOBAL",82.21,82.28,-0.0700000000000074
2012,"TR","score",0,"GLOBAL",41.99,38.99,3
2013,"AO","score",0,"GLOBAL",94.91,94.95,-0.0400000000000063
2013,"BD","score",0,"GLOBAL",85.07,84.97,0.0999999999999943
2013,"CP","score",0,"GLOBAL",74.26,69.22,5.04000000000001
2013,"CS","score",0,"GLOBAL",73.55,73.66,-0.109999999999999
2013,"CW","score",0,"GLOBAL",77.78,77.77,0.0100000000000051
2013,"ECO","score",0,"GLOBAL",82.71,83.03,-0.320000000000007
2013,"FIS","score",0,"GLOBAL",30.52,30.67,-0.150000000000002
2013,"FP","score",0,"GLOBAL",29.81,32.65,-2.84
2013,"HAB","score",0,"GLOBAL",88.08,87.8,0.280000000000001
2013,"ICO","score",0,"GLOBAL",59.91,59.89,0.019999999999996
2013,"LE","score",0,"GLOBAL",81.71,82.14,-0.430000000000007
2013,"LIV","score",0,"GLOBAL",80.7,81.24,-0.539999999999992
2013,"LSP","score",0,"GLOBAL",61.33,61.29,0.0399999999999991
2013,"MAR","score",0,"GLOBAL",11.72,26.1,-14.38
2013,"NP","score",0,"GLOBAL",59.13,30.91,28.22
2013,"SP","score",0,"GLOBAL",60.04,60.01,0.0300000000000011
2013,"SPP","score",0,"GLOBAL",82.14,82.21,-0.0699999999999932
2013,"TR","score",0,"GLOBAL",41.56,38.85,2.71
2012,"AO","status",0,"GLOBAL",92.22,92.21,0.0100000000000051
2012,"AO","future",0,"GLOBAL",97.33,97.42,-0.0900000000000034
2012,"BD","status",0,"GLOBAL",85.83,85.68,0.149999999999991
2012,"BD","future",0,"GLOBAL",84.34,84.37,-0.0300000000000011
2012,"CP","status",0,"GLOBAL",78.3,69.12,9.17999999999999
2012,"CP","future",0,"GLOBAL",70.46,69.52,0.939999999999998
2012,"CS","status",0,"GLOBAL",79.69,79.7,-0.0100000000000051
2012,"CS","future",0,"GLOBAL",67.43,67.69,-0.259999999999991
2012,"CW","status",0,"GLOBAL",78.23,78.21,0.0200000000000102
2012,"CW","future",0,"GLOBAL",78.05,78.02,0.0300000000000011
2012,"ECO","status",0,"GLOBAL",81.82,82.4,-0.580000000000013
2012,"ECO","future",0,"GLOBAL",73.33,73.9,-0.570000000000007
2012,"FIS","status",0,"GLOBAL",28.28,28.31,-0.0299999999999976
2012,"FIS","future",0,"GLOBAL",32.79,32.92,-0.130000000000003
2012,"FP","status",0,"GLOBAL",27.74,30.35,-2.61
2012,"FP","future",0,"GLOBAL",31.97,34.83,-2.86
2012,"HAB","status",0,"GLOBAL",88.01,87.68,0.329999999999998
2012,"HAB","future",0,"GLOBAL",88.02,87.96,0.0600000000000023
2012,"ICO","status",0,"GLOBAL",60.85,60.85,0
2012,"ICO","future",0,"GLOBAL",59,58.97,0.0300000000000011
2012,"LE","status",0,"GLOBAL",80.05,80.45,-0.400000000000006
2012,"LE","future",0,"GLOBAL",78.39,78.89,-0.5
2012,"LIV","status",0,"GLOBAL",78.28,78.49,-0.209999999999994
2012,"LIV","future",0,"GLOBAL",83.45,83.88,-0.429999999999993
2012,"LSP","status",0,"GLOBAL",56.96,56.92,0.0399999999999991
2012,"LSP","future",0,"GLOBAL",63.32,63.3,0.0200000000000031
2012,"MAR","status",0,"GLOBAL",11.34,24.88,-13.54
2012,"MAR","future",0,"GLOBAL",11.5,26.91,-15.41
2012,"NP","status",0,"GLOBAL",57.42,28.71,28.71
2012,"NP","future",0,"GLOBAL",64.53,33.92,30.61
2012,"SP","status",0,"GLOBAL",58.29,58.27,0.019999999999996
2012,"SP","future",0,"GLOBAL",60.61,60.58,0.0300000000000011
2012,"SPP","status",0,"GLOBAL",83.71,83.71,0
2012,"SPP","future",0,"GLOBAL",80.72,80.85,-0.129999999999995
2012,"TR","status",0,"GLOBAL",40.75,37.63,3.12
2012,"TR","future",0,"GLOBAL",43.23,40.35,2.88
2013,"AO","status",0,"GLOBAL",92.39,92.38,0.0100000000000051
