loiczid,weighted_mean_cat,weighted_mean_trend
11246,0,NA
11247,0,NA
11248,0,NA
11249,0,NA
11250,0,NA
11251,0,NA
11252,0,NA
11253,0,NA
11254,0,NA
11255,0,NA
11256,0,NA
11257,0,NA
11258,0,NA
11259,0,NA
11260,0,NA
11261,0,NA
11262,0,NA
11263,0,NA
11858,0,NA
11859,0,NA
11860,0,NA
11861,0,NA
11966,0,NA
11967,0,NA
11968,0,NA
11969,0,NA
11970,0,NA
11971,0,NA
11972,0,NA
11973,0,NA
11974,0,NA
11975,0,NA
11976,0,NA
11977,0,NA
11978,0,NA
11979,0,NA
11980,0,NA
11981,0,NA
11982,0,NA
11983,0,NA
11984,0,NA
11985,0,NA
12574,0,NA
12575,0,NA
12576,0,NA
12577,0,NA
12578,0,NA
12579,0,NA
12580,0,NA
12581,0,NA
12582,0,NA
12583,0,NA
12584,0,NA
12656,0,NA
12657,0,NA
12660,0,NA
12661,0,NA
12662,0,NA
12663,0,NA
12664,0,NA
12665,0,NA
12666,0,NA
12667,0,NA
12668,0,NA
12669,0,NA
12670,0,NA
12671,0,NA
12672,0,NA
12673,0,NA
12674,0,NA
12675,0,NA
12676,0,NA
12677,0,NA
12678,0,NA
12679,0,NA
12689,0,NA
12690,0,NA
12691,0,NA
12692,0,NA
12693,0,NA
12694,0,NA
12695,0,NA
12696,0,NA
12697,0,NA
12698,0,NA
12699,0,NA
12700,0,NA
12701,0,NA
12702,0,NA
12703,0,NA
12704,0,NA
12705,0,NA
12706,0,NA
13280,0,0
13281,0,0
13282,0,NaN
13283,0,NaN
13284,0,NaN
13285,0,NaN
13286,0,NaN
13287,0,NaN
13288,0,NaN
13289,0,NaN
13290,0,NaN
13291,0,NaN
13292,0,NaN
13293,0,NaN
13294,0,NaN
13295,0,NaN
13296,0,NaN
13297,0,NaN
13298,0,NaN
13299,0,NaN
13300,0,NaN
13301,0,NaN
13302,0,NaN
13303,0,NaN
13304,0,NaN
13305,0,NaN
13306,0,NaN
13375,0,NaN
13376,0,NaN
13377,0,NaN
13378,0,NaN
13379,0,NaN
13380,0,NaN
13381,0,NaN
13382,0,NaN
13383,0,NaN
13384,0,NaN
13385,0,NaN
13386,0,NaN
13387,0,NaN
13388,0,NaN
13389,0,NaN
13390,0,NaN
13391,0,NaN
13392,0,NaN
13393,0,NaN
13394,0,NaN
13395,0,NaN
13396,0,NaN
13397,0,NaN
13398,0,NaN
13399,0,NaN
13400,0,NaN
13409,0,NaN
13410,0,NaN
13411,0,NaN
13412,0,NaN
13413,0,NaN
13414,0,NaN
13415,0,NaN
13416,0,NaN
13417,0,NaN
13418,0,NaN
13419,0,NaN
13420,0,NaN
13421,0,NaN
13422,0,NaN
13423,0,NaN
13424,0,NaN
13425,0,NaN
13426,0,NaN
13427,0,NaN
13428,0,NaN
13429,0,NaN
13430,0,NaN
13431,0,NaN
13432,0,NaN
13433,0,NaN
13434,0,NaN
13435,0,NaN
13436,0,NaN
13437,0,NaN
13438,0,NaN
13439,0,NaN
14000,0,0
14001,0,0
14002,0,0
14003,0,NaN
14004,0,NaN
14005,0,NaN
14006,0,NaN
14007,0,NaN
14008,0,NaN
14009,0,NaN
14010,0,NaN
14011,0,NaN
14012,0,NaN
14013,0,NaN
14014,0,NaN
14015,0,NaN
14016,0,NaN
14017,0,NaN
14018,0,NaN
14019,0,NaN
14020,0,NaN
14021,0,NaN
14022,0,NaN
14023,0,NaN
14024,0,NaN
14025,0,NaN
14026,0,NaN
14027,0,NaN
14028,0,NaN
14060,0,NaN
14061,0,NaN
14062,0,NaN
14063,0,NaN
14094,0,NaN
14095,0,NaN
14096,0,NaN
14097,0,NaN
14098,0,NaN
14099,0,NaN
14101,0,NaN
14102,0,NaN
14103,0,NaN
14104,0,NaN
14105,0,NaN
14106,0,NaN
14107,0,NaN
14108,0,NaN
14109,0,NaN
14110,0,NaN
14111,0,NaN
14112,0,NaN
14113,0,NaN
14114,0,NaN
14115,0,NaN
14116,0,NaN
14117,0,NaN
14118,0,NaN
14119,0,NaN
14120,0,NaN
14121,0,NaN
14129,0,NaN
14130,0,NaN
14131,0,NaN
14132,0,NaN
14133,0,NaN
14134,0,NaN
14135,0,NaN
14136,0,NaN
14137,0,NaN
14138,0,NaN
14139,0,NaN
14140,0,NaN
14141,0,NaN
14142,0,NaN
14143,0,NaN
14144,0,NaN
14145,0,NaN
14146,0,NaN
14147,0,NaN
14148,0,NaN
14149,0,NaN
14150,0,NaN
14151,0,NaN
14152,0,NaN
14153,0,NaN
14154,0,NaN
14155,0,NaN
14156,0,NaN
14157,0,NaN
14158,0,NaN
14159,0,NaN
14160,0,NaN
14161,0,NaN
14162,0,NaN
14163,0,NaN
14720,0,0
14721,0,0
14722,0,0
14723,0,0
14724,0,0
14725,0,NaN
14726,0,NaN
14727,0,NaN
14728,0,NaN
14729,0,NaN
14730,0,NaN
14731,0,NaN
14732,0,NaN
14733,0,NaN
14734,0,NaN
14735,0,NaN
14736,0,NaN
14737,0,NaN
14738,0,NaN
14739,0,NaN
14740,0,NaN
14741,0,NaN
14742,0,NaN
14743,0,NaN
14744,0,NaN
14745,0,NaN
14746,0,NaN
14747,0,NaN
14748,0,NaN
14749,0,NaN
14778,0,NaN
14779,0,NaN
14780,0,NaN
14781,0,NaN
14782,0,NaN
14783,0,NaN
14812,0,NaN
14813,0,NaN
14814,0,NaN
14815,0,NaN
14816,0,NaN
14817,0,NaN
14818,0,NaN
14819,0,NaN
14820,0,NaN
14821,0,NaN
14822,0,NaN
14823,0,NaN
14824,0,NaN
14825,0,NaN
14826,0,NaN
14827,0,NaN
14828,0,NaN
14829,0,NaN
14830,0,NaN
14831,0,NaN
14832,0,NaN
14833,0,NaN
14834,0,NaN
14835,0,NaN
14836,0,NaN
14837,0,NaN
14838,0,NaN
14849,0,NaN
14850,0,NaN
14851,0,NaN
14852,0,NaN
14853,0,NaN
14854,0,NaN
14855,0,NaN
14856,0,NaN
14857,0,NaN
14858,0,NaN
14859,0,NaN
14860,0,NaN
14861,0,NaN
14862,0,NaN
14863,0,NaN
14864,0,NaN
14865,0,NaN
14866,0,NaN
14867,0,NaN
14868,0,NaN
14869,0,NaN
14870,0,NaN
14871,0,NaN
14872,0,NaN
14873,0,NaN
14874,0,NaN
14875,0,NaN
14876,0,NaN
14877,0,NaN
14878,0,NaN
14879,0,NaN
14880,0,NaN
14881,0,NaN
14882,0,NaN
14883,0,NaN
15441,0,0
15442,0,0
15443,0,0
15444,0,0
15445,0,0
15446,0,NaN
15447,0,NaN
15448,0,NaN
15449,0,NaN
15450,0,NaN
15451,0,NaN
15452,0,NaN
15453,0,NaN
15454,0,NaN
15455,0,NaN
15456,0,NaN
15457,0,NaN
15458,0,NaN
15459,0,NaN
15460,0,NaN
15461,0,NaN
15462,0,NaN
15463,0,NaN
15464,0,NaN
15465,0,NaN
15466,0,NaN
15467,0,NaN
15497,0,NaN
15498,0,NaN
15499,0,NaN
15500,0,NaN
15501,0,NaN
15502,0,NaN
15503,0,NaN
15504,0,NaN
15505,0,NaN
15527,0,NaN
15528,0,NaN
15529,0,NaN
15530,0,NaN
15531,0,NaN
15532,0,NaN
15533,0,NaN
15534,0,NaN
15535,0,NaN
15536,0,NaN
15537,0,NaN
15538,0,NaN
15539,0,NaN
15540,0,NaN
15541,0,NaN
15542,0,NaN
15543,0,NaN
15544,0,NaN
15545,0,NaN
15546,0,NaN
15547,0,NaN
15548,0,NaN
15549,0,NaN
15553,0,NaN
15554,0,NaN
15555,0,NaN
15556,0,NaN
15557,0,NaN
15559,0,NaN
15560,0,NaN
15561,0,NaN
15562,0,NaN
15563,0,NaN
15568,0,NaN
15569,0,NaN
15570,0,NaN
15571,0,NaN
15572,0,NaN
15573,0,NaN
15574,0,NaN
15575,0,NaN
15576,0,NaN
15577,0,NaN
15578,0,NaN
15579,0,NaN
15580,0,NaN
15581,0,NaN
15582,0,NaN
15583,0,NaN
15584,0,NaN
15585,0,NaN
15586,0,NaN
15587,0,NaN
15588,0,NaN
15589,0,NaN
15590,0,NaN
15591,0,NaN
15592,0,NaN
15593,0,NaN
15594,0,NaN
15595,0,NaN
15596,0,NaN
15597,0,NaN
15598,0,NaN
15599,0,NaN
15600,0,NaN
15601,0,NaN
15602,0,NaN
15603,0,NaN
16158,0,0
16159,0,0
16160,0,0
16161,0,0
16162,0,0
16163,0,0
16164,0,0
16165,0,0
16166,0,0
16167,0,NaN
16168,0,NaN
16169,0,NaN
16170,0,NaN
16171,0,NaN
16172,0,NaN
16173,0,NaN
16174,0,NaN
16175,0,NaN
16176,0,NaN
16177,0,NaN
16178,0,NaN
16179,0,NaN
16180,0,NaN
16181,0,NaN
16182,0,NaN
16183,0,NaN
16184,0,NaN
16185,0,NaN
16186,0,NaN
16219,0,NaN
16220,0,NaN
16221,0,NaN
16222,0,NaN
16223,0,NaN
16224,0,NaN
16225,0,NaN
16226,0,NaN
16227,0,NaN
16229,0,NaN
16230,0,NaN
16231,0,NaN
16244,0,NaN
16245,0,NaN
16246,0,NaN
16247,0,NaN
16248,0,NaN
16249,0,NaN
16250,0,NaN
16251,0,NaN
16252,0,NaN
16253,0,NaN
16254,0,NaN
16255,0,NaN
16256,0,NaN
16257,0,NaN
16258,0,NaN
16259,0,NaN
16260,0,NaN
16261,0,NaN
16262,0,NaN
16263,0,NaN
16264,0,NaN
16265,0,NaN
16266,0,NaN
16267,0,NaN
16268,0,NaN
16269,0,NaN
16270,0,NaN
16271,0,NaN
16272,0,NaN
16273,0,NaN
16274,0,NaN
16275,0,NaN
16276,0,NaN
16277,0,NaN
16278,0,NaN
16279,0,NaN
16280,0,NaN
16281,0,NaN
16282,0,NaN
16283,0,NaN
16288,0,NaN
16289,0,NaN
16292,0,NaN
16293,0,NaN
16294,0,NaN
16311,0,NaN
16312,0,NaN
16313,0,NaN
16314,0,NaN
16315,0,NaN
16316,0,NaN
16317,0,NaN
16318,0,NaN
16319,0,NaN
16320,0,NaN
16321,0,NaN
16322,0,NaN
16878,0,0
16879,0,0
16880,0,0
16881,0,0
16882,0,0
16883,0,0
16884,0,0
16885,0,0
16886,0,0
16887,0,0
16888,0,0
16889,0,NaN
16890,0,NaN
16891,0,NaN
16892,0,NaN
16893,0,NaN
16894,0,NaN
16895,0,NaN
16896,0,NaN
16897,0,NaN
16898,0,NaN
16899,0,NaN
16900,0,NaN
16901,0,NaN
16902,0,NaN
16905,0,NaN
16906,0,NaN
16940,0,NaN
16941,0,NaN
16942,0,NaN
16943,0,NaN
16944,0,NaN
16945,0,NaN
16946,0,NaN
16947,0,NaN
16948,0,NaN
16949,0,NaN
16950,0,NaN
16951,0,NaN
16952,0,NaN
16960,0,NaN
16961,0,NaN
16962,0,NaN
16963,0,NaN
16964,0,NaN
16965,0,NaN
16966,0,NaN
16967,0,NaN
16968,0,NaN
16969,0,NaN
16970,0,NaN
16971,0,NaN
16972,0,NaN
16973,0,NaN
16974,0,NaN
16975,0,NaN
16976,0,NaN
16977,0,NaN
16978,0,NaN
16979,0,NaN
16980,0,NaN
16981,0,NaN
