"rgn_id","habitat","variable","gap_fill"
5,"mangrove","health","0"
6,"mangrove","health","0"
7,"mangrove","health","0"
8,"mangrove","health","0"
9,"mangrove","health","0"
14,"mangrove","health","r1_gap_fill"
15,"mangrove","health","0"
16,"mangrove","health","0"
17,"mangrove","health","0"
18,"mangrove","health","0"
24,"mangrove","health","0"
25,"mangrove","health","0"
26,"mangrove","health","disagg2012_gap_fill"
28,"mangrove","health","r2_gap_fill"
29,"mangrove","health","disagg2012_gap_fill"
31,"mangrove","health","0"
39,"mangrove","health","0"
40,"mangrove","health","0"
41,"mangrove","health","0"
42,"mangrove","health","0"
43,"mangrove","health","0"
44,"mangrove","health","0"
45,"mangrove","health","0"
46,"mangrove","health","r2_gap_fill"
47,"mangrove","health","0"
48,"mangrove","health","r2_gap_fill"
49,"mangrove","health","0"
50,"mangrove","health","0"
52,"mangrove","health","0"
53,"mangrove","health","0"
54,"mangrove","health","0"
62,"mangrove","health","r2_gap_fill"
65,"mangrove","health","0"
66,"mangrove","health","0"
96,"mangrove","health","0"
97,"mangrove","health","0"
98,"mangrove","health","r2_gap_fill"
99,"mangrove","health","r2_gap_fill"
102,"mangrove","health","0"
104,"mangrove","health","0"
106,"mangrove","health","0"
108,"mangrove","health","disagg2012_gap_fill"
110,"mangrove","health","0"
111,"mangrove","health","disagg2012_gap_fill"
112,"mangrove","health","0"
113,"mangrove","health","disagg2012_gap_fill"
114,"mangrove","health","0"
115,"mangrove","health","0"
116,"mangrove","health","0"
117,"mangrove","health","disagg2012_gap_fill"
118,"mangrove","health","disagg2012_gap_fill"
119,"mangrove","health","r2_gap_fill"
120,"mangrove","health","r2_gap_fill"
122,"mangrove","health","r2_gap_fill"
124,"mangrove","health","r2_gap_fill"
125,"mangrove","health","0"
126,"mangrove","health","0"
127,"mangrove","health","r2_gap_fill"
129,"mangrove","health","0"
130,"mangrove","health","0"
131,"mangrove","health","0"
132,"mangrove","health","0"
133,"mangrove","health","0"
134,"mangrove","health","0"
135,"mangrove","health","0"
136,"mangrove","health","0"
137,"mangrove","health","0"
138,"mangrove","health","0"
139,"mangrove","health","0"
140,"mangrove","health","disagg2012_gap_fill"
162,"mangrove","health","0"
163,"mangrove","health","0"
164,"mangrove","health","0"
166,"mangrove","health","0"
167,"mangrove","health","0"
168,"mangrove","health","0"
169,"mangrove","health","0"
171,"mangrove","health","0"
190,"mangrove","health","0"
191,"mangrove","health","0"
193,"mangrove","health","0"
194,"mangrove","health","0"
195,"mangrove","health","0"
196,"mangrove","health","0"
197,"mangrove","health","0"
198,"mangrove","health","0"
199,"mangrove","health","0"
200,"mangrove","health","0"
202,"mangrove","health","0"
203,"mangrove","health","0"
204,"mangrove","health","0"
205,"mangrove","health","0"
206,"mangrove","health","0"
207,"mangrove","health","0"
208,"mangrove","health","0"
209,"mangrove","health","r1_gap_fill"
210,"mangrove","health","r1_gap_fill"
214,"mangrove","health","0"
216,"mangrove","health","0"
221,"mangrove","health","disagg2012_gap_fill"
231,"mangrove","health","0"
237,"mangrove","health","disagg2012_gap_fill"
244,"mangrove","health","disagg2012_gap_fill"
245,"mangrove","health","disagg2012_gap_fill"
247,"mangrove","health","0"
250,"mangrove","health","disagg2012_gap_fill"
