"rgn_id","habitat","variable","gap_fill"
1,"salt_marsh","health",NA
2,"salt_marsh","health",NA
3,"salt_marsh","health",NA
4,"salt_marsh","health",NA
5,"salt_marsh","health",NA
6,"salt_marsh","health",NA
7,"salt_marsh","health",NA
8,"salt_marsh","health",NA
9,"salt_marsh","health",NA
10,"salt_marsh","health",NA
11,"salt_marsh","health",NA
12,"salt_marsh","health",NA
13,"salt_marsh","health",NA
14,"salt_marsh","health",NA
15,"salt_marsh","health",NA
16,"salt_marsh","health","0"
17,"salt_marsh","health",NA
18,"salt_marsh","health",NA
19,"salt_marsh","health",NA
20,"salt_marsh","health",NA
21,"salt_marsh","health",NA
24,"salt_marsh","health",NA
25,"salt_marsh","health",NA
26,"salt_marsh","health",NA
28,"salt_marsh","health",NA
29,"salt_marsh","health",NA
30,"salt_marsh","health",NA
31,"salt_marsh","health",NA
32,"salt_marsh","health",NA
33,"salt_marsh","health",NA
34,"salt_marsh","health",NA
35,"salt_marsh","health",NA
36,"salt_marsh","health",NA
37,"salt_marsh","health",NA
38,"salt_marsh","health",NA
39,"salt_marsh","health",NA
40,"salt_marsh","health",NA
41,"salt_marsh","health",NA
42,"salt_marsh","health",NA
43,"salt_marsh","health",NA
44,"salt_marsh","health",NA
45,"salt_marsh","health",NA
46,"salt_marsh","health",NA
47,"salt_marsh","health",NA
48,"salt_marsh","health",NA
49,"salt_marsh","health",NA
50,"salt_marsh","health",NA
51,"salt_marsh","health",NA
52,"salt_marsh","health",NA
53,"salt_marsh","health",NA
54,"salt_marsh","health",NA
55,"salt_marsh","health",NA
56,"salt_marsh","health",NA
57,"salt_marsh","health",NA
58,"salt_marsh","health",NA
59,"salt_marsh","health","0"
60,"salt_marsh","health",NA
61,"salt_marsh","health",NA
62,"salt_marsh","health",NA
63,"salt_marsh","health",NA
64,"salt_marsh","health",NA
65,"salt_marsh","health",NA
66,"salt_marsh","health",NA
67,"salt_marsh","health",NA
68,"salt_marsh","health",NA
69,"salt_marsh","health","0"
70,"salt_marsh","health","0"
71,"salt_marsh","health",NA
72,"salt_marsh","health",NA
73,"salt_marsh","health",NA
74,"salt_marsh","health",NA
75,"salt_marsh","health",NA
76,"salt_marsh","health",NA
77,"salt_marsh","health",NA
78,"salt_marsh","health",NA
79,"salt_marsh","health",NA
80,"salt_marsh","health",NA
81,"salt_marsh","health",NA
82,"salt_marsh","health",NA
84,"salt_marsh","health",NA
85,"salt_marsh","health",NA
86,"salt_marsh","health",NA
88,"salt_marsh","health",NA
89,"salt_marsh","health",NA
90,"salt_marsh","health",NA
91,"salt_marsh","health",NA
92,"salt_marsh","health",NA
93,"salt_marsh","health",NA
94,"salt_marsh","health",NA
95,"salt_marsh","health",NA
96,"salt_marsh","health",NA
97,"salt_marsh","health",NA
98,"salt_marsh","health",NA
99,"salt_marsh","health",NA
100,"salt_marsh","health",NA
101,"salt_marsh","health",NA
102,"salt_marsh","health",NA
103,"salt_marsh","health",NA
104,"salt_marsh","health",NA
105,"salt_marsh","health",NA
106,"salt_marsh","health",NA
107,"salt_marsh","health",NA
108,"salt_marsh","health",NA
110,"salt_marsh","health",NA
111,"salt_marsh","health",NA
112,"salt_marsh","health",NA
113,"salt_marsh","health",NA
114,"salt_marsh","health",NA
115,"salt_marsh","health",NA
116,"salt_marsh","health",NA
117,"salt_marsh","health",NA
118,"salt_marsh","health",NA
119,"salt_marsh","health",NA
120,"salt_marsh","health",NA
121,"salt_marsh","health",NA
122,"salt_marsh","health",NA
123,"salt_marsh","health",NA
124,"salt_marsh","health",NA
125,"salt_marsh","health",NA
126,"salt_marsh","health",NA
127,"salt_marsh","health",NA
129,"salt_marsh","health",NA
130,"salt_marsh","health",NA
131,"salt_marsh","health",NA
132,"salt_marsh","health",NA
133,"salt_marsh","health",NA
134,"salt_marsh","health",NA
135,"salt_marsh","health",NA
136,"salt_marsh","health",NA
137,"salt_marsh","health",NA
138,"salt_marsh","health",NA
