"","cntry_key","sector","ref_adj_value"
"171","GTM","mar",97.23036741
"172","GTM","mmw",91.8643393285
"173","GTM","tour",93.8427312565
"174","GUF","cf",89.3920075503
"175","GUM","cf",91.7488167624
"176","GUM","mar",91.7488167624
"177","GUM","mmw",91.1645778233
"178","GUY","cf",89.3920075503
"179","GUY","mar",89.3920075503
"180","GUY","tour",90.5289188506
"181","HKG","cf",92.14202062
"182","HKG","mar",92.14202062
"183","HKG","mmw",93.25842697
"184","HKG","tour",94.41508154
"185","HND","cf",96.05924427
"186","HND","mar",95.98572388
"187","HND","mmw",95.98572388
"188","HND","tour",95.83346612
"189","HRV","cf",86.06603246
"190","HRV","mmw",88.97096162
"191","HRV","tour",87.38888889
"192","HTI","tour",90.1398624799
"193","IDN","cf",90.49902309
"194","IDN","mar",91.89875724
"195","IDN","mmw",94.54089257
"196","IDN","tour",88.7532797
"197","IND","cf",93.3323256168
"198","IND","mar",93.3323256168
"199","IND","mmw",96.40000046
"200","IND","tour",93.1560479461
"201","IRL","mmw",92.27918468
"202","IRL","tour",95.63939245
"203","IRN","cf",93.3323256168
"204","IRN","mar",93.3323256168
"205","IRN","tour",87.90263876
"206","IRQ","cf",71.89999962
"207","ISL","cf",96.64788309
"208","ISL","mmw",97.25613987
"209","ISL","tour",97.40969557
"210","ISR","tour",91.00650758
"211","ITA","mmw",87.88258148
"212","ITA","tour",92.27434461
"213","JAM","cf",85.70000474
"214","JAM","mmw",84.49999646
"215","JAM","tour",89.10000196
"216","JOR","cf",84.57408547
"217","JOR","mar",84.57408547
"218","JOR","tour",88.9977542604
"219","JPN","cf",94.61722488
"220","JPN","mmw",95.92167256
"221","JPN","tour",95.59398496
"222","KEN","cf",90.2802384588
"223","KEN","mar",90.2802384588
"224","KEN","mmw",91.1060890261
"225","KEN","tour",89.9498982319
"226","KHM","mar",96.97416515
"227","KHM","tour",94.6388776012
"228","KIR","cf",91.1645778233
"229","KIR","tour",91.1645778233
"230","KNA","cf",86.8194115495
"231","KNA","mmw",87.2348134505
"232","KNA","tour",90.1398624799
"233","KOR","cf",96.43803036
"234","KOR","mar",96.43803036
"235","KOR","tour",96.26458314
"236","KWT","tour",98.04954208
"237","LBN","cf",89.9070107898
"238","LBN","mar",89.9070107898
"239","LBN","tour",88.9977542604
"240","LBR","cf",91.8685389757
"241","LBR","mar",91.8685389757
"242","LBY","tour",87.1370796752
"243","LCA","cf",77.82015353
"244","LCA","mar",77.82015353
"245","LCA","mmw",78.39566245
"246","LCA","tour",90.1398624799
"247","LKA","cf",91.77876854
"248","LKA","mar",91.77876854
"249","LKA","mmw",90.86663024
"250","LKA","tour",92.32851763
"251","LTU","cf",87.10059172
"252","LTU","mar",87.10059172
"253","LTU","tour",91.72370877
"254","LVA","cf",89.40338379
"255","LVA","mar",89.40338379
"256","LVA","tour",91.10132159
"257","MAR","cf",88.08363015
"258","MAR","mmw",80.87701724
"259","MAR","tour",88.99075651
"260","MDG","cf",94.99330328
"261","MDG","mar",94.99330328
"262","MDG","mmw",91.1060890261
"263","MDG","tour",97.38190979
"264","MDV","cf",93.3323256168
"265","MDV","mmw",93.457641968
"266","MDV","tour",93.1560479461
"267","MEX","cf",97.03608113
"268","MEX","mar",97.03608113
"269","MEX","mmw",96.42665783
"270","MEX","tour",96.49388427
"271","MLT","cf",92.54658385
"272","MLT","mar",92.54658385
"273","MLT","tour",92.5
"274","MMR","cf",94.658881671
"275","MMR","mar",94.7863811871
"276","MMR","mmw",95.808469903
"277","MMR","tour",94.6388776012
"278","MNE","tour",69.70000277
"279","MOZ","mmw",91.1060890261
"280","MOZ","tour",89.9498982319
"281","MRT","mmw",94.9249328825
"282","MTQ","cf",89.3104095835
"283","MTQ","tour",90.1398624799
"284","MUS","cf",89.80000127
"285","MUS","mar",89.80000127
"286","MUS","mmw",93.10000104
"287","MUS","tour",90.37788018
"288","MYS","cf",96.69999953
"289","MYS","mar",96.69999953
"290","MYS","mmw",96.80422351
"291","MYS","tour",96.49999905
"292","MYT","cf",90.2802384588
"293","MYT","mar",90.2802384588
"294","MYT","mmw",91.1060890261
"295","NAM","mmw",76.6952613265
"296","NAM","tour",74.3711257324
"297","NCL","cf",89.0994544851
"298","NCL","mmw",94.5211062976
"299","NGA","cf",92.0239238558
"300","NGA","tour",91.709922222
"301","NIC","cf",90.19445822
"302","NIC","mar",90.19445822
"303","NIC","mmw",86.7807631
"304","NIC","tour",94.38056166
"305","NIU","mmw",95.19536818
"306","NLD","cf",95.60836993
"307","NLD","tour",95.27781041
"308","NOR","cf",95.57522124
"309","NOR","mar",95.57522124
"310","NOR","mmw",96.81446406
"311","NOR","tour",95.39178631
"312","NZL","cf",95.24180614
"313","NZL","mmw",92.29422103
"314","NZL","tour",96.19715711
"315","OMN","cf",89.4523825251
"316","OMN","mmw",90.5889531869
"317","OMN","tour",88.9977542604
"318","PAK","cf",93.3323256168
"319","PAK","tour",93.1560479461
"320","PAN","cf",86.3814421
"321","PAN","mmw",85.976738
"322","PAN","tour",89.67324454
"323","PER","cf",92.12342919
"324","PER","mar",92.12342919
"325","PER","mmw",92.24547485
"326","PER","tour",91.31177591
"327","PHL","cf",91.64021541
"328","PHL","mmw",90.62190248
"329","PHL","tour",92.25741012
"330","PLW","cf",90.585864992
"331","PLW","mmw",91.1645778233
"332","PNG","mmw",94.5211062976
"333","PNG","tour",94.5211062976
"334","POL","cf",80.35524608
"335","POL","mar",80.35524608
"336","POL","tour",82.25288491
"337","PRI","cf",86.54434251
"338","PRI","mmw",86.54434251
"339","PRI","tour",88.65248227
"340","PRT","mmw",95.05857893
"341","PRT","tour",92.38218901
"342","PYF","cf",88.28619671
"343","PYF","mar",88.28619671
"344","PYF","mmw",91.2607094238
"345","QAT","cf",89.4523825251
"346","QAT","tour",88.9977542604
"347","REU","cf",90.2802384588
"348","REU","mmw",91.1060890261
"349","REU","tour",89.9498982319
"350","ROU","cf",93.43766211
"351","ROU","mar",93.43766211
"352","ROU","tour",92.82004277
"353","RUS","cf",89.43784629
"354","RUS","mar",89.43784629
"355","RUS","mmw",86.82375157
"356","RUS","tour",92.87023049
"357","SAU","cf",95.40000052
"358","SAU","mar",95.40000052
"359","SAU","tour",88.9977542604
"360","SDN","cf",85.5101127219
"361","SDN","mar",85.5101127219
"362","SDN","tour",87.1370796752
"363","SEN","cf",96.0821533777
"364","SEN","mmw",94.9249328825
"365","SEN","tour",91.709922222
"366","SGP","cf",95.30204461
"367","SGP","mar",95.30204461
"368","SGP","tour",94.4000001
"369","SHN","cf",93.4967228068
"370","SLB","mmw",94.5211062976
"371","SLB","tour",94.5211062976
"372","SLE","tour",91.709922222
"373","SLV","cf",93.05407869
"374","SLV","mar",93.05407869
"375","SLV","tour",92.80902419
"376","SPM","mmw",93.2149081995
"377","STP","cf",90.24235023
"378","STP","mmw",90.2333559822
"379","STP","tour",90.1703962479
"380","SUR","cf",88.9756882969
"381","SUR","mar",89.3920075503
"382","SUR","mmw",89.39999962
"383","SUR","tour",90.5289188506
"384","SVN","cf",92.84963197
"385","SVN","mar",93.6883036
"386","SVN","mmw",92.37804878
"387","SVN","tour",93.49441051
"388","SWE","cf",92.92314627
"389","SWE","tour",92.31996981
"390","SYC","cf",90.19357486
"391","SYC","mar",90.19357486
"392","SYC","mmw",91.1060890261
"393","SYC","tour",94.54896079
"394","SYR","cf",89.72072736
"395","SYR","mar",89.72072736
"396","SYR","tour",88.9977542604
"397","TCA","cf",92.23447552
"398","TCA","mmw",87.2348134505
"399","TGO","cf",92.251086422
"400","TGO","mar",92.251086422
"401","TGO","tour",91.709922222
"402","THA","cf",97.79069881
"403","THA","mar",98.49999985
"404","THA","mmw",96.59564453
"405","THA","tour",98.65400379
"406","TLS","cf",95.2454685968
"407","TON","cf",94.8175583
"408","TON","mar",94.8175583
"409","TON","mmw",98.89999998
"410","TON","tour",91.2607094238
"411","TTO","cf",89.19999981
"412","TUN","cf",85.48565121
"413","TUN","mar",85.48565121
"414","TUN","tour",85.75946587
"415","TUR","mmw",93.11244121
"416","TUR","tour",89.36445018
"417","TUV","cf",92.334706602
"418","TWN","cf",95.2246430537
"419","TWN","mar",95.2246430537
"420","TWN","mmw",95.6706468417
"421","TWN","tour",95.736375983
"422","TZA","cf",90.2802384588
"423","TZA","mar",95.6626998
"424","TZA","mmw",91.1060890261
"425","TZA","tour",89.9498982319
"426","UKR","mmw",88.69999981
"427","UKR","tour",92.81533877
"428","URY","cf",88.69999934
"429","URY","mar",84.78141
"430","URY","mmw",90.01129579
"431","URY","tour",87.79642323
"432","USA","tour",94.91766061
"433","VCT","cf",89.3104095835
"434","VCT","mmw",87.2348134505
"435","VCT","tour",90.1398624799
"436","VEN","cf",88.98707717
"437","VEN","mar",88.98707717
"438","VEN","mmw",88.98707717
"439","VEN","tour",88.60000038
"440","VGB","mmw",87.2348134505
"441","VGB","tour",90.1398624799
"442","VIR","mar",90.1398624799
"443","VIR","mmw",87.2348134505
"444","VIR","tour",90.1398624799
"445","VNM","tour",94.6388776012
"446","VUT","cf",89.0994544851
"447","VUT","tour",94.5211062976
"448","WSM","cf",92.8717051911
"449","WSM","mmw",91.2607094238
"450","YEM","cf",89.4523825251
"451","YEM","tour",83.89999962
"452","ZAF","cf",83.2116558416
"453","ZAF","mmw",74.99786554
"454","ZAF","tour",73.2630199
