"rgn_id","rgn_nam","r2","r1","whence_choice","year","value_num","rgn_id_whence","rgn_nam_whence","value_num_whence"
1,"Cocos Islands",53,9,"r2",1980,8855.8220975,16,"Australia",9185.606082
1,"Cocos Islands",53,9,"r2",1980,8855.8220975,162,"New Zealand",8526.038113
1,"Cocos Islands",53,9,"r2",1981,9884.3294605,16,"Australia",10177.67463
1,"Cocos Islands",53,9,"r2",1981,9884.3294605,162,"New Zealand",9590.984291
1,"Cocos Islands",53,9,"r2",1982,10723.93761,16,"Australia",10941.10896
1,"Cocos Islands",53,9,"r2",1982,10723.93761,162,"New Zealand",10506.76626
1,"Cocos Islands",53,9,"r2",1983,11104.050915,16,"Australia",11139.69941
1,"Cocos Islands",53,9,"r2",1983,11104.050915,162,"New Zealand",11068.40242
1,"Cocos Islands",53,9,"r2",1984,12052.81985,16,"Australia",12158.97288
1,"Cocos Islands",53,9,"r2",1984,12052.81985,162,"New Zealand",11946.66682
1,"Cocos Islands",53,9,"r2",1985,12629.729455,16,"Australia",12928.56324
1,"Cocos Islands",53,9,"r2",1985,12629.729455,162,"New Zealand",12330.89567
1,"Cocos Islands",53,9,"r2",1986,13210.469415,16,"Australia",13545.31456
1,"Cocos Islands",53,9,"r2",1986,13210.469415,162,"New Zealand",12875.62427
1,"Cocos Islands",53,9,"r2",1987,13624.39943,16,"Australia",14050.31854
1,"Cocos Islands",53,9,"r2",1987,13624.39943,162,"New Zealand",13198.48032
1,"Cocos Islands",53,9,"r2",1988,14364.24233,16,"Australia",14959.8669
1,"Cocos Islands",53,9,"r2",1988,14364.24233,162,"New Zealand",13768.61776
1,"Cocos Islands",53,9,"r2",1989,15202.13743,16,"Australia",16085.76862
1,"Cocos Islands",53,9,"r2",1989,15202.13743,162,"New Zealand",14318.50624
1,"Cocos Islands",53,9,"r2",1990,15954.65093,16,"Australia",17259.5769
1,"Cocos Islands",53,9,"r2",1990,15954.65093,162,"New Zealand",14649.72496
1,"Cocos Islands",53,9,"r2",1991,16090.610565,16,"Australia",17774.02972
1,"Cocos Islands",53,9,"r2",1991,16090.610565,162,"New Zealand",14407.19141
1,"Cocos Islands",53,9,"r2",1992,16492.582415,16,"Australia",18183.32083
