"rgn_id","avg3yr_2004","avg3yr_2005","avg3yr_2006","avg3yr_2007","avg3yr_2008","avg3yr_2009","avg3yr_2010","avg3yr_2011","avg3yr_2012","avg3yr_2013","avg3yr_2014","Reference_avg1979to2014monthlypixels","pctdevR_2004","pctdevR_2005","pctdevR_2006","pctdevR_2007","pctdevR_2008","pctdevR_2009","pctdevR_2010","pctdevR_2011","pctdevR_2012","pctdevR_2013","pctdevR_2014","Trend_2006to2010_pctdevRperyr","Trend_2007to2011_pctdevRperyr","Trend_2008to2012_pctdevRperyr","Trend_2009to2013_pctdevRperyr","Trend_2010to2014_pctdevRperyr","pole","rgn_typ","rgn_nam"
0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n",NA,NA
20,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","South Korea"
21,33,35,33.6666666666667,37.3333333333333,36.3333333333333,37.3333333333333,40,41,41.3333333333333,42,40.3333333333333,37.6111111111111,0.877400295420975,0.930576070901034,0.895125553914328,0.992614475627769,0.96602658788774,0.992614475627769,1.06351550960118,1.09010339734121,1.09896602658789,1.11669128508124,1.07237813884786,0.0336779911373711,0.0292466765140376,0.0363367799113743,0.0283604135893651,0.00443131462333853,"n","eez","North Korea"
55,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Azores"
59,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"n","eez","Belgium"
62,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Morocco"
69,30.6666666666667,34.3333333333333,32.6666666666667,33.3333333333333,29.6666666666667,24,29.6666666666667,39.6666666666667,43,41,34.6666666666667,38.6944444444444,0.792534099066762,0.887293610911701,0.844221105527638,0.861450107681264,0.766690595836325,0.62024407753051,0.766690595836325,1.0251256281407,1.11127063890883,1.05958363244795,0.895908111988514,-0.0396267049533389,0.0327351040918989,0.109404163675523,0.122325915290741,0.0292893036611667,"n","eez","Latvia"
70,77.3333333333333,79.3333333333333,75,67.3333333333333,56,40,57.6666666666667,80.3333333333333,86.3333333333333,77,60.3333333333333,68.5555555555556,1.12803889789303,1.15721231766613,1.09400324149109,0.982171799027553,0.816855753646678,0.583468395461912,0.841166936790924,1.17179902755267,1.25931928687196,1.12317666126418,0.880064829821718,-0.0904376012965975,0.0403565640194646,0.147325769854137,0.149756888168559,0.00291734197731811,"n","eez","Estonia"
73,8734.66666666667,8553,8455.66666666667,8254.66666666667,8174,8157.66666666667,8259.66666666667,8178.33333333333,8093.66666666667,8110,8213.66666666667,8805.75,0.991927623049333,0.971297163785027,0.960243780105802,0.937417785727129,0.928257104732703,0.9264022561016,0.937985596532569,0.928749207430751,0.919134277791973,0.920989126423076,0.932761737122524,-0.00555318967719946,-0.000760866479288932,-0.00158987025523104,-0.00296775780976457,-0.00182077998277655,"n","eez","Russia"
141,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Faeroe Islands"
143,8.66666666666667,8.66666666666667,9,9,9,8.33333333333333,8,8,8,8,8.33333333333333,15.5555555555556,0.557142857142857,0.557142857142857,0.578571428571429,0.578571428571429,0.578571428571429,0.535714285714286,0.514285714285714,0.514285714285714,0.514285714285714,0.514285714285714,0.535714285714286,-0.0171428571428576,-0.0192857142857168,-0.0150000000000001,-0.00428571428571433,0.00428571428571376,"n","eez","Iceland"
144,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"n","eez","Jan Mayen"
