"loiczid","weighted_mean_cat","weighted_mean_trend"
4566,0.2,-0.5
4567,0.2,-0.5
4568,0.2,-0.5
4569,0.2,-0.5
4570,0.2,-0.5
4571,0.2,-0.5
4572,0.2,-0.5
4573,0.2,-0.5
4574,0.2,-0.5
4575,0.2,-0.5
4576,0.2,-0.5
4577,0.2,-0.5
4578,0.2,-0.5
4579,0.2,-0.5
4580,0.2,-0.5
4581,0.2,-0.5
4582,0.2,-0.5
4583,0.2,-0.5
4584,0.2,-0.5
4585,0.2,-0.5
4586,0.2,-0.5
4587,0.2,-0.5
4588,0.2,-0.5
4589,0.2,-0.5
4590,0.2,-0.5
4591,0.2,-0.5
4592,0.2,-0.5
4593,0.2,-0.5
4594,0.2,-0.5
4595,0.2,-0.5
4596,0.2,-0.5
4597,0.2,-0.5
4598,0.2,-0.5
4599,0.2,-0.5
4600,0.2,-0.5
4601,0.2,-0.5
4602,0.2,-0.5
4603,0.2,-0.5
4604,0.2,-0.5
4605,0.2,-0.5
4606,0.2,-0.5
4607,0.2,-0.5
4608,0.2,-0.5
4609,0.2,-0.5
4610,0.2,-0.5
4611,0.2,-0.5
4612,0.2,-0.5
4613,0.2,-0.5
4614,0.2,-0.5
4615,0.2,-0.5
4616,0.2,-0.5
4617,0.2,-0.5
4618,0.2,-0.5
4619,0.2,-0.5
4620,0.2,-0.5
4621,0.2,-0.5
4622,0.2,-0.5
4623,0.2,-0.5
4624,0.2,-0.5
4625,0.2,-0.5
4626,0.2,-0.5
4627,0.2,-0.5
4628,0.2,-0.5
4629,0.2,-0.5
4630,0.2,-0.5
4631,0.2,-0.5
4632,0.2,-0.5
4633,0.2,-0.5
4634,0.2,-0.5
4635,0.2,-0.5
4636,0.2,-0.5
4637,0.2,-0.5
4638,0.2,-0.5
4639,0.2,-0.5
4640,0.2,-0.5
4641,0.2,-0.5
4642,0.2,-0.5
4643,0.2,-0.5
4644,0.2,-0.5
4645,0.2,-0.5
4646,0.2,-0.5
4647,0.2,-0.5
4648,0.2,-0.5
4649,0.2,-0.5
4650,0.2,-0.5
4651,0.2,-0.5
4652,0.2,-0.5
4653,0.2,-0.5
4654,0.2,-0.5
4655,0.2,-0.5
4656,0.2,-0.5
4657,0.2,-0.5
4658,0.2,-0.5
4659,0.2,-0.5
4660,0.2,-0.5
4661,0.2,-0.5
4662,0.2,-0.5
4663,0.2,-0.5
5212,0.2,-0.5
5213,0.2,-0.5
5214,0.2,-0.5
5215,0.2,-0.5
5216,0.2,-0.5
5217,0.2,-0.5
5218,0.2,-0.5
5219,0.2,-0.5
5220,0.2,-0.5
5221,0.2,-0.5
5222,0.2,-0.5
5223,0.2,-0.5
5224,0.2,-0.5
5225,0.2,-0.5
5226,0.2,-0.5
5227,0.2,-0.5
5228,0.2,-0.5
5229,0.2,-0.5
5230,0.2,-0.5
5231,0.2,-0.5
5232,0.2,-0.5
5233,0.2,-0.5
5234,0.2,-0.5
5235,0.2,-0.5
5236,0.2,-0.5
5237,0.2,-0.5
5238,0.2,-0.5
5239,0.2,-0.5
5240,0.2,-0.5
5241,0.2,-0.5
5242,0.2,-0.5
5243,0.2,-0.5
5244,0.2,-0.5
5245,0.2,-0.5
5246,0.2,-0.5
5247,0.2,-0.5
5248,0.2,-0.5
5249,0.2,-0.5
5250,0.2,-0.5
5251,0.2,-0.5
5252,0.2,-0.5
5253,0.2,-0.5
5254,0.2,-0.5
5255,0.2,-0.5
5256,0.2,-0.5
5257,0.2,-0.5
5258,0.2,-0.5
5259,0.2,-0.5
5260,0.2,-0.5
5261,0.2,-0.5
5262,0.2,-0.5
5263,0.2,-0.5
5264,0.2,-0.5
5265,0.2,-0.5
5266,0.2,-0.5
5267,0.2,-0.5
5268,0.2,-0.5
5269,0.2,-0.5
5270,0.2,-0.5
5271,0.2,-0.5
5272,0.2,-0.5
5273,0.2,-0.5
5274,0.2,-0.5
5275,0.2,-0.5
5276,0.2,-0.5
5277,0.2,-0.5
5278,0.2,-0.5
5279,0.2,-0.5
5280,0.2,-0.5
5281,0.2,-0.5
5282,0.2,-0.5
5283,0.2,-0.5
5284,0.2,-0.5
5285,0.2,-0.5
5286,0.2,-0.5
5287,0.2,-0.5
5288,0.2,-0.5
5289,0.2,-0.5
5290,0.2,-0.5
5291,0.2,-0.5
5292,0.2,-0.5
5293,0.2,-0.5
5294,0.2,-0.5
5295,0.2,-0.5
5296,0.2,-0.5
5297,0.2,-0.5
5298,0.2,-0.5
5299,0.2,-0.5
5300,0.2,-0.5
5301,0.2,-0.5
5302,0.2,-0.5
5303,0.2,-0.5
5304,0.2,-0.5
5305,0.2,-0.5
5306,0.2,-0.5
5307,0.2,-0.5
5308,0.2,-0.5
5309,0.2,-0.5
5310,0.2,-0.5
5311,0.2,-0.5
5312,0.2,-0.5
5313,0.2,-0.5
5314,0.2,-0.5
5315,0.2,-0.5
5316,0.2,-0.5
5317,0.2,-0.5
