"loiczid","weighted_mean_cat","weighted_mean_trend"
5318,0.2,-0.5
5319,0.2,-0.5
5320,0.2,-0.5
5321,0.2,-0.5
5322,0.2,-0.5
5323,0.2,-0.5
5324,0.2,-0.5
5325,0.2,-0.5
5326,0.2,-0.5
5327,0.2,-0.5
5328,0.2,-0.5
5329,0.2,-0.5
5330,0.2,-0.5
5331,0.2,-0.5
5332,0.2,-0.5
5333,0.2,-0.5
5334,0.2,-0.5
5335,0.2,-0.5
5336,0.2,-0.5
5337,0.2,-0.5
5338,0.2,-0.5
5339,0.2,-0.5
5340,0.2,-0.5
5341,0.2,-0.5
5342,0.2,-0.5
5343,0.2,-0.5
5344,0.2,-0.5
5345,0.2,-0.5
5346,0.2,-0.5
5347,0.2,-0.5
5348,0.2,-0.5
5349,0.2,-0.5
5350,0.2,-0.5
5351,0.2,-0.5
5352,0.2,-0.5
5353,0.2,-0.5
5354,0.2,-0.5
5355,0.2,-0.5
5356,0.2,-0.5
5357,0.2,-0.5
5358,0.2,-0.5
5359,0.2,-0.5
5360,0.2,-0.5
5361,0.2,-0.5
5362,0.2,-0.5
5363,0.2,-0.5
5364,0.2,-0.5
5365,0.2,-0.5
5366,0.2,-0.5
5367,0.2,-0.5
5368,0.2,-0.5
5369,0.2,-0.5
5370,0.2,-0.5
5371,0.2,-0.5
5372,0.2,-0.5
5373,0.2,-0.5
5374,0.2,-0.5
5375,0.2,-0.5
5376,0.2,-0.5
5377,0.2,-0.5
5378,0.2,-0.5
5379,0.2,-0.5
5380,0.2,-0.5
5381,0.2,-0.5
5382,0.2,-0.5
5383,0.2,-0.5
5384,0.2,-0.5
5385,0.2,-0.5
5386,0.2,-0.5
5387,0.2,-0.5
5388,0.2,-0.5
5389,0.2,-0.5
5390,0.2,-0.5
5391,0.2,-0.5
5392,0.2,-0.5
5393,0.2,-0.5
5394,0.2,-0.5
5395,0.2,-0.5
5396,0.2,-0.5
5918,0.2,-0.5
5919,0.2,-0.5
5920,0.2,-0.5
5921,0.2,-0.5
5922,0.2,-0.5
5923,0.2,-0.5
5924,0.2,-0.5
5925,0.2,-0.5
5926,0.2,-0.5
5927,0.2,-0.5
5928,0.2,-0.5
5929,0.2,-0.5
5930,0.2,-0.5
5931,0.2,-0.5
5932,0.2,-0.5
5933,0.2,-0.5
5934,0.2,-0.5
5935,0.2,-0.5
5936,0.2,-0.5
5937,0.2,-0.5
5938,0.2,-0.5
5939,0.2,-0.5
5940,0.2,-0.5
5941,0.2,-0.5
5942,0.2,-0.5
5943,0.2,-0.5
5944,0.2,-0.5
5945,0.2,-0.5
5946,0.2,-0.5
5947,0.2,-0.5
5948,0.2,-0.5
5949,0.2,-0.5
5950,0.2,-0.5
5951,0.2,-0.5
5952,0.2,-0.5
5953,0.2,-0.5
5954,0.2,-0.5
5955,0.2,-0.5
5956,0.2,-0.5
5957,0.2,-0.5
5958,0.2,-0.5
5959,0.2,-0.5
5960,0.2,-0.5
5961,0.2,-0.5
5962,0.2,-0.5
5963,0.2,-0.5
5964,0.2,-0.5
5965,0.2,-0.5
5966,0.2,-0.5
5967,0.2,-0.5
5968,0.2,-0.5
5969,0.2,-0.5
5970,0.2,-0.5
5971,0.2,-0.5
5972,0.2,-0.5
5973,0.2,-0.5
5974,0.2,-0.5
5975,0.2,-0.5
5976,0.2,-0.5
5977,0.2,-0.5
5978,0.2,-0.5
5979,0.2,-0.5
5980,0.2,-0.5
5981,0.2,-0.5
5982,0.2,-0.5
5983,0.2,-0.5
5984,0.2,-0.5
5985,0.2,-0.5
5986,0.2,-0.5
5987,0.2,-0.5
5988,0.2,-0.5
5989,0.2,-0.5
5990,0.2,-0.5
5991,0.2,-0.5
5992,0.2,-0.5
5993,0.2,-0.5
5994,0.2,-0.5
5995,0.2,-0.5
5996,0.2,-0.5
5997,0.2,-0.5
5998,0.2,-0.5
5999,0.2,-0.5
6000,0.2,-0.5
6001,0.2,-0.5
6002,0.2,-0.5
6003,0.2,-0.5
6004,0.2,-0.5
6005,0.2,-0.5
6006,0.2,-0.5
6007,0.2,-0.5
6008,0.2,-0.5
6009,0.2,-0.5
6010,0.2,-0.5
6011,0.2,-0.5
6012,0.2,-0.5
6013,0.2,-0.5
6014,0.2,-0.5
6015,0.2,-0.5
6016,0.2,-0.5
6017,0.2,-0.5
6018,0.2,-0.5
6019,0.2,-0.5
6020,0.2,-0.5
6021,0.2,-0.5
6022,0.2,-0.5
6023,0.2,-0.5
6024,0.2,-0.5
6025,0.2,-0.5
6026,0.2,-0.5
6027,0.2,-0.5
6028,0.2,-0.5
6029,0.2,-0.5
6030,0.2,-0.5
6031,0.2,-0.5
6032,0.2,-0.5
6033,0.2,-0.5
6034,0.2,-0.5
6035,0.2,-0.5
6036,0.2,-0.5
6037,0.2,-0.5
6038,0.2,-0.5
6039,0.2,-0.5
6040,0.2,-0.5
6041,0.2,-0.5
6042,0.2,-0.5
6043,0.2,-0.5
6044,0.2,-0.5
6045,0.2,-0.5
6046,0.2,-0.5
6047,0.2,-0.5
6048,0.2,-0.5
6049,0.2,-0.5
6050,0.2,-0.5
6051,0.2,-0.5
6052,0.2,-0.5
6053,0.2,-0.5
6054,0.2,-0.5
6055,0.2,-0.5
6056,0.2,-0.5
6057,0.2,-0.5
6058,0.2,-0.5
6059,0.2,-0.5
6060,0.2,-0.5
6061,0.2,-0.5
6062,0.2,-0.5
6063,0.2,-0.5
6064,0.2,-0.5
6065,0.2,-0.5
6066,0.2,-0.5
6067,0.2,-0.5
6068,0.2,-0.5
6069,0.2,-0.5
6070,0.2,-0.5
6071,0.2,-0.5
6072,0.2,-0.5
6073,0.2,-0.5
6074,0.2,-0.5
6075,0.2,-0.5
6076,0.2,-0.5
6077,0.2,-0.5
6078,0.2,-0.5
6079,0.2,-0.5
6080,0.2,-0.5
6081,0.2,-0.5
6082,0.2,-0.5
6083,0.2,-0.5
6084,0.2,-0.5
6085,0.2,-0.5
6086,0.2,-0.5
6087,0.2,-0.5
6088,0.2,-0.5
6089,0.2,-0.5
6090,0.2,-0.5
6091,0.2,-0.5
6092,0.2,-0.5
6093,0.2,-0.5
6094,0.2,-0.5
6095,0.2,-0.5
6096,0.2,-0.5
6097,0.2,-0.5
6098,0.2,-0.5
6099,0.2,-0.5
6100,0.2,-0.5
6101,0.2,-0.5
6102,0.2,-0.5
6103,0.2,-0.5
6104,0.2,-0.5
6105,0.2,-0.5
6106,0.2,-0.5
6107,0.2,-0.5
6108,0.2,-0.5
6109,0.2,-0.5
6110,0.2,-0.5
6111,0.2,-0.5
6112,0.2,-0.5
6113,0.2,-0.5
6114,0.2,-0.5
6115,0.2,-0.5
6116,0.2,-0.5
6117,0.2,-0.5
6118,0.2,-0.5
6119,0.2,-0.5
6120,0.2,-0.5
6121,0.2,-0.5
6122,0.2,-0.5
6123,0.2,-0.5
6124,0.2,-0.5
6629,0.2,-0.5
6630,0.2,-0.5
6631,0.2,-0.5
6632,0.2,-0.5
6633,0.2,-0.5
6634,0.2,-0.5
6635,0.2,-0.5
6636,0.2,-0.5
6637,0.2,-0.5
6638,0.2,-0.5
6639,0.2,-0.5
6640,0.2,-0.5
6641,0.2,-0.5
6642,0.2,-0.5
6643,0.2,-0.5
6644,0.2,-0.5
6645,0.2,-0.5
6646,0.2,-0.5
6647,0.2,-0.5
6648,0.2,-0.5
6649,0.2,-0.5
6650,0.2,-0.5
6651,0.2,-0.5
6652,0.2,-0.5
6653,0.2,-0.5
6654,0.2,-0.5
6655,0.2,-0.5
6656,0.2,-0.5
6657,0.2,-0.5
6658,0.2,-0.5
6659,0.2,-0.5
6660,0.2,-0.5
6661,0.2,-0.5
6662,0.2,-0.5
6663,0.2,-0.5
6664,0.2,-0.5
6665,0.2,-0.5
6666,0.2,-0.5
6667,0.2,-0.5
6668,0.2,-0.5
6669,0.2,-0.5
6670,0.2,-0.5
6671,0.2,-0.5
6672,0.2,-0.5
6673,0.2,-0.5
6674,0.2,-0.5
6675,0.2,-0.5
6676,0.2,-0.5
6677,0.2,-0.5
6678,0.2,-0.5
6679,0.2,-0.5
6680,0.2,-0.5
6681,0.2,-0.5
6682,0.2,-0.5
6683,0.2,-0.5
6684,0.2,-0.5
6685,0.2,-0.5
6686,0.2,-0.5
6687,0.2,-0.5
6688,0.2,-0.5
6689,0.2,-0.5
6690,0.2,-0.5
6691,0.2,-0.5
6692,0.2,-0.5
6693,0.2,-0.5
6694,0.2,-0.5
6695,0.2,-0.5
6696,0.2,-0.5
6697,0.2,-0.5
6698,0.2,-0.5
6699,0.2,-0.5
6700,0.2,-0.5
6701,0.2,-0.5
6702,0.2,-0.5
6703,0.2,-0.5
6704,0.2,-0.5
6705,0.2,-0.5
6706,0.2,-0.5
6707,0.2,-0.5
6708,0.2,-0.5
6709,0.2,-0.5
6710,0.2,-0.5
6711,0.2,-0.5
6712,0.2,-0.5
6713,0.2,-0.5
6714,0.2,-0.5
6715,0.2,-0.5
6716,0.2,-0.5
6717,0.2,-0.5
6718,0.2,-0.5
6719,0.2,-0.5
6720,0.2,-0.5
6721,0.2,-0.5
6722,0.2,-0.5
6723,0.2,-0.5
6724,0.2,-0.5
6725,0.2,-0.5
6726,0.2,-0.5
6727,0.2,-0.5
6728,0.2,-0.5
6729,0.2,-0.5
6730,0.2,-0.5
6731,0.2,-0.5
6732,0.2,-0.5
6733,0.2,-0.5
6734,0.2,-0.5
6735,0.2,-0.5
6736,0.2,-0.5
6737,0.2,-0.5
6738,0.2,-0.5
6739,0.2,-0.5
6740,0.2,-0.5
6741,0.2,-0.5
6742,0.2,-0.5
6743,0.2,-0.5
6744,0.2,-0.5
6745,0.2,-0.5
6746,0.2,-0.5
6747,0.2,-0.5
6748,0.2,-0.5
6749,0.2,-0.5
6750,0.2,-0.5
6751,0.2,-0.5
6752,0.2,-0.5
6753,0.2,-0.5
6754,0.2,-0.5
6755,0.2,-0.5
6756,0.2,-0.5
6757,0.2,-0.5
6758,0.2,-0.5
6759,0.2,-0.5
6760,0.2,-0.5
6761,0.2,-0.5
6762,0.2,-0.5
6763,0.2,-0.5
6764,0.2,-0.5
6765,0.2,-0.5
6766,0.2,-0.5
6767,0.2,-0.5
6768,0.2,-0.5
6769,0.2,-0.5
6770,0.2,-0.5
6771,0.2,-0.5
6772,0.2,-0.5
6773,0.2,-0.5
6774,0.2,-0.5
6775,0.2,-0.5
6776,0.2,-0.5
6777,0.2,-0.5
6778,0.2,-0.5
6779,0.2,-0.5
6780,0.2,-0.5
6781,0.2,-0.5
6782,0.2,-0.5
6783,0.2,-0.5
6784,0.2,-0.5
6785,0.2,-0.5
6786,0.2,-0.5
6787,0.2,-0.5
6788,0.2,-0.5
6789,0.2,-0.5
6790,0.2,-0.5
6791,0.2,-0.5
6792,0.2,-0.5
6793,0.2,-0.5
6794,0.2,-0.5
6795,0.2,-0.5
6796,0.2,-0.5
6797,0.2,-0.5
6798,0.2,-0.5
6799,0.2,-0.5
6800,0.2,-0.5
6801,0.2,-0.5
6802,0.2,-0.5
6803,0.2,-0.5
6804,0.2,-0.5
6805,0.2,-0.5
6806,0.2,-0.5
6807,0.2,-0.5
6808,0.2,-0.5
6809,0.2,-0.5
6810,0.2,-0.5
6811,0.2,-0.5
6812,0.2,-0.5
6813,0.2,-0.5
6814,0.2,-0.5
6815,0.2,-0.5
6816,0.2,-0.5
6817,0.2,-0.5
6818,0.2,-0.5
6819,0.2,-0.5
6820,0.2,-0.5
6821,0.2,-0.5
6822,0.2,-0.5
6823,0.2,-0.5
6824,0.2,-0.5
6825,0.2,-0.5
6826,0.2,-0.5
6827,0.2,-0.5
6828,0.2,-0.5
6829,0.2,-0.5
6830,0.2,-0.5
6831,0.2,-0.5
6832,0.2,-0.5
6833,0.2,-0.5
6834,0.2,-0.5
6835,0.2,-0.5
6836,0.2,-0.5
6837,0.2,-0.5
6838,0.2,-0.5
6839,0.2,-0.5
6840,0.2,-0.5
6841,0.2,-0.5
6842,0.2,-0.5
6843,0.2,-0.5
6844,0.2,-0.5
6845,0.2,-0.5
6846,0.2,-0.5
6847,0.2,-0.5
6848,0.2,-0.5
6940,0.2,-0.5
6941,0.2,-0.5
6942,0.2,-0.5
6943,0.2,-0.5
6944,0.2,-0.5
6945,0.2,-0.5
6946,0.2,-0.5
6947,0.2,-0.5
6948,0.2,-0.5
6949,0.2,-0.5
6950,0.2,-0.5
6951,0.2,-0.5
6952,0.2,-0.5
6953,0.2,-0.5
6954,0.2,-0.5
6955,0.2,-0.5
6956,0.2,-0.5
6957,0.2,-0.5
6958,0.2,-0.5
6959,0.2,-0.5
6960,0.2,-0.5
6961,0.2,-0.5
6962,0.2,-0.5
6963,0.2,-0.5
6964,0.2,-0.5
6965,0.2,-0.5
6966,0.2,-0.5
6967,0.2,-0.5
6968,0.2,-0.5
6969,0.2,-0.5
6970,0.2,-0.5
6971,0.2,-0.5
6972,0.2,-0.5
6973,0.2,-0.5
6974,0.2,-0.5
6975,0.2,-0.5
6976,0.2,-0.5
6977,0.2,-0.5
7343,0.2,-0.5
7344,0.2,-0.5
7345,0.2,-0.5
7346,0.2,-0.5
7347,0.2,-0.5
7348,0.2,-0.5
7349,0.2,-0.5
7350,0.2,-0.5
7351,0.2,-0.5
7352,0.2,-0.5
7353,0.2,-0.5
7354,0.2,-0.5
7355,0.2,-0.5
7356,0.2,-0.5
7357,0.2,-0.5
7358,0.2,-0.5
7359,0.2,-0.5
7360,0.2,-0.5
7361,0.2,-0.5
7362,0.2,-0.5
7363,0.2,-0.5
7364,0.2,-0.5
7365,0.2,-0.5
7366,0.2,-0.5
7367,0.2,-0.5
7368,0.2,-0.5
7369,0.2,-0.5
7370,0.2,-0.5
7371,0.2,-0.5
7372,0.2,-0.5
7373,0.2,-0.5
7374,0.2,-0.5
7375,0.2,-0.5
7376,0.2,-0.5
7377,0.2,-0.5
7378,0.2,-0.5
7379,0.2,-0.5
7380,0.2,-0.5
7381,0.2,-0.5
7382,0.2,-0.5
7383,0.2,-0.5
7384,0.2,-0.5
7385,0.2,-0.5
7386,0.2,-0.5
7387,0.2,-0.5
7388,0.2,-0.5
7389,0.2,-0.5
7390,0.2,-0.5
7391,0.2,-0.5
7392,0.2,-0.5
7393,0.2,-0.5
7394,0.2,-0.5
7395,0.2,-0.5
7396,0.2,-0.5
7397,0.2,-0.5
7398,0.2,-0.5
7399,0.2,-0.5
7400,0.2,-0.5
7401,0.2,-0.5
7402,0.2,-0.5
7403,0.2,-0.5
7404,0.2,-0.5
7405,0.2,-0.5
7406,0.2,-0.5
7407,0.2,-0.5
7408,0.2,-0.5
7409,0.2,-0.5
7410,0.2,-0.5
7411,0.2,-0.5
7412,0.2,-0.5
7413,0.2,-0.5
7414,0.2,-0.5
7415,0.2,-0.5
7416,0.2,-0.5
7417,0.2,-0.5
7418,0.2,-0.5
7419,0.2,-0.5
7420,0.2,-0.5
7421,0.2,-0.5
7422,0.2,-0.5
7423,0.2,-0.5
7424,0.2,-0.5
7425,0.2,-0.5
7426,0.2,-0.5
7427,0.2,-0.5
7428,0.2,-0.5
7429,0.2,-0.5
7430,0.2,-0.5
7431,0.2,-0.5
7432,0.2,-0.5
7433,0.2,-0.5
7434,0.2,-0.5
7435,0.2,-0.5
7436,0.2,-0.5
7437,0.2,-0.5
7438,0.2,-0.5
7439,0.2,-0.5
7440,0.2,-0.5
7441,0.2,-0.5
7442,0.2,-0.5
7443,0.2,-0.5
7444,0.2,-0.5
7445,0.2,-0.5
7446,0.2,-0.5
7447,0.2,-0.5
7448,0.2,-0.5
7449,0.2,-0.5
7450,0.2,-0.5
7451,0.2,-0.5
7452,0.2,-0.5
7453,0.2,-0.5
7454,0.2,-0.5
7455,0.2,-0.5
7456,0.2,-0.5
7457,0.2,-0.5
7458,0.2,-0.5
7459,0.2,-0.5
7460,0.2,-0.5
7461,0.2,-0.5
7462,0.2,-0.5
7463,0.2,-0.5
7464,0.2,-0.5
7465,0.2,-0.5
7466,0.2,-0.5
7467,0.2,-0.5
7468,0.2,-0.5
7469,0.2,-0.5
7470,0.2,-0.5
7471,0.2,-0.5
7472,0.2,-0.5
7473,0.2,-0.5
7474,0.2,-0.5
7475,0.2,-0.5
7476,0.2,-0.5
7477,0.2,-0.5
7478,0.2,-0.5
7479,0.2,-0.5
7480,0.2,-0.5
7481,0.2,-0.5
7482,0.2,-0.5
7483,0.2,-0.5
7484,0.2,-0.5
7485,0.2,-0.5
7486,0.2,-0.5
7487,0.2,-0.5
7488,0.2,-0.5
7489,0.2,-0.5
7490,0.2,-0.5
7491,0.2,-0.5
7492,0.2,-0.5
7493,0.2,-0.5
7494,0.2,-0.5
7495,0.2,-0.5
7496,0.2,-0.5
7497,0.2,-0.5
7498,0.2,-0.5
7499,0.2,-0.5
7500,0.2,-0.5
7501,0.2,-0.5
7502,0.2,-0.5
7503,0.2,-0.5
7504,0.2,-0.5
7505,0.2,-0.5
7506,0.2,-0.5
7507,0.2,-0.5
7508,0.2,-0.5
7509,0.2,-0.5
7510,0.2,-0.5
7511,0.2,-0.5
7512,0.2,-0.5
7513,0.2,-0.5
7514,0.2,-0.5
7515,0.2,-0.5
7516,0.2,-0.5
7517,0.2,-0.5
7518,0.2,-0.5
7519,0.2,-0.5
7520,0.2,-0.5
7521,0.2,-0.5
7522,0.2,-0.5
7523,0.2,-0.5
7524,0.2,-0.5
7525,0.2,-0.5
7526,0.2,-0.5
7527,0.2,-0.5
7528,0.2,-0.5
7529,0.2,-0.5
7530,0.2,-0.5
7531,0.2,-0.5
7532,0.2,-0.5
7533,0.2,-0.5
7534,0.2,-0.5
7535,0.2,-0.5
7536,0.2,-0.5
7537,0.2,-0.5
7538,0.2,-0.5
7539,0.2,-0.5
7540,0.2,-0.5
7541,0.2,-0.5
7542,0.2,-0.5
7543,0.2,-0.5
7544,0.2,-0.5
7545,0.2,-0.5
7546,0.2,-0.5
7547,0.2,-0.5
7548,0.2,-0.5
7549,0.2,-0.5
7550,0.2,-0.5
7551,0.2,-0.5
7552,0.2,-0.5
7553,0.2,-0.5
7554,0.2,-0.5
7555,0.2,-0.5
7556,0.2,-0.5
7557,0.2,-0.5
7558,0.2,-0.5
7559,0.2,-0.5
7560,0.2,-0.5
7561,0.2,-0.5
7562,0.2,-0.5
7563,0.2,-0.5
7564,0.2,-0.5
7565,0.2,-0.5
7566,0.2,-0.5
7567,0.2,-0.5
7568,0.2,-0.5
7569,0.2,-0.5
7570,0.2,-0.5
7571,0.2,-0.5
7643,0.2,-0.5
7644,0.2,-0.5
7645,0.2,-0.5
7646,0.2,-0.5
7647,0.2,-0.5
7648,0.2,-0.5
7649,0.2,-0.5
7650,0.2,-0.5
7651,0.2,-0.5
7652,0.2,-0.5
7653,0.2,-0.5
7654,0.2,-0.5
7655,0.2,-0.5
7656,0.2,-0.5
7657,0.2,-0.5
7658,0.2,-0.5
7659,0.2,-0.5
7660,0.2,-0.5
7661,0.2,-0.5
7662,0.2,-0.5
7663,0.2,-0.5
7664,0.2,-0.5
7665,0.2,-0.5
7666,0.2,-0.5
7667,0.2,-0.5
7668,0.2,-0.5
7669,0.2,-0.5
7670,0.2,-0.5
7671,0.2,-0.5
7672,0.2,-0.5
7673,0.2,-0.5
7674,0.2,-0.5
7675,0.2,-0.5
7676,0.2,-0.5
7677,0.2,-0.5
7678,0.2,-0.5
7679,0.2,-0.5
7680,0.2,-0.5
7681,0.2,-0.5
7682,0.2,-0.5
7683,0.2,-0.5
7684,0.2,-0.5
7685,0.2,-0.5
7686,0.2,-0.5
7687,0.2,-0.5
7688,0.2,-0.5
7689,0.2,-0.5
7690,0.2,-0.5
7691,0.2,-0.5
7692,0.2,-0.5
7693,0.2,-0.5
7694,0.2,-0.5
7695,0.2,-0.5
7696,0.2,-0.5
7697,0.2,-0.5
7698,0.2,-0.5
7699,0.2,-0.5
7700,0.2,-0.5
7701,0.2,-0.5
7702,0.2,-0.5
7703,0.2,-0.5
7704,0.2,-0.5
7705,0.2,-0.5
7706,0.2,-0.5
7707,0.2,-0.5
7708,0.2,-0.5
7709,0.2,-0.5
7710,0.2,-0.5
7711,0.2,-0.5
7712,0.2,-0.5
7713,0.2,-0.5
7714,0.2,-0.5
7715,0.2,-0.5
7716,0.2,-0.5
7717,0.2,-0.5
7718,0.2,-0.5
7736,0.2,-0.5
7737,0.2,-0.5
7738,0.2,-0.5
7739,0.2,-0.5
7740,0.2,-0.5
7741,0.2,-0.5
7742,0.2,-0.5
7743,0.2,-0.5
7744,0.2,-0.5
7745,0.2,-0.5
7746,0.2,-0.5
7747,0.2,-0.5
7748,0.2,-0.5
7749,0.2,-0.5
7750,0.2,-0.5
7751,0.2,-0.5
7752,0.2,-0.5
7753,0.2,-0.5
7754,0.2,-0.5
7755,0.2,-0.5
7756,0.2,-0.5
7757,0.2,-0.5
7758,0.2,-0.5
7759,0.2,-0.5
8057,0.2,-0.5
8058,0.2,-0.5
8059,0.2,-0.5
8060,0.2,-0.5
8061,0.2,-0.5
8062,0.2,-0.5
8063,0.2,-0.5
8064,0.2,-0.5
8065,0.2,-0.5
8066,0.2,-0.5
8067,0.2,-0.5
8068,0.2,-0.5
8069,0.2,-0.5
8070,0.2,-0.5
8071,0.2,-0.5
8072,0.2,-0.5
8073,0.2,-0.5
8074,0.2,-0.5
8075,0.2,-0.5
8076,0.2,-0.5
8077,0.2,-0.5
8078,0.2,-0.5
8079,0.2,-0.5
8080,0.2,-0.5
8081,0.2,-0.5
8082,0.2,-0.5
8083,0.2,-0.5
8084,0.2,-0.5
8085,0.2,-0.5
8086,0.2,-0.5
8087,0.2,-0.5
8088,0.2,-0.5
8089,0.2,-0.5
8090,0.2,-0.5
8091,0.2,-0.5
8092,0.2,-0.5
8093,0.2,-0.5
8094,0.2,-0.5
8095,0.2,-0.5
8096,0.2,-0.5
8097,0.2,-0.5
8098,0.2,-0.5
8099,0.2,-0.5
8100,0.2,-0.5
8101,0.2,-0.5
8102,0.2,-0.5
8103,0.2,-0.5
8104,0.2,-0.5
8105,0.2,-0.5
8106,0.2,-0.5
8107,0.2,-0.5
8108,0.2,-0.5
8109,0.2,-0.5
8110,0.2,-0.5
8111,0.2,-0.5
8112,0.2,-0.5
8113,0.2,-0.5
8114,0.2,-0.5
8115,0.2,-0.5
8116,0.2,-0.5
8117,0.2,-0.5
8118,0.2,-0.5
8119,0.2,-0.5
8120,0.2,-0.5
8121,0.2,-0.5
8122,0.2,-0.5
8123,0.2,-0.5
8124,0.2,-0.5
8125,0.2,-0.5
8126,0.2,-0.5
8127,0.2,-0.5
8128,0.2,-0.5
8129,0.2,-0.5
8130,0.2,-0.5
8131,0.2,-0.5
8132,0.2,-0.5
8133,0.2,-0.5
8134,0.2,-0.5
8135,0.2,-0.5
8136,0.2,-0.5
8137,0.2,-0.5
8138,0.2,-0.5
8139,0.2,-0.5
8140,0.2,-0.5
8141,0.2,-0.5
