"rgn_id","habitat","variable","gap_fill"
1,"coral","extent",0
2,"coral","extent",0
3,"coral","extent",NA
4,"coral","extent",NA
5,"coral","extent",0
6,"coral","extent",0
7,"coral","extent",0
8,"coral","extent",0
9,"coral","extent",0
10,"coral","extent",0
11,"coral","extent",0
12,"coral","extent",0
13,"coral","extent",0
14,"coral","extent",0
15,"coral","extent",0
16,"coral","extent",0
17,"coral","extent",0
18,"coral","extent",0
19,"coral","extent",0
20,"coral","extent",NA
21,"coral","extent",NA
24,"coral","extent",0
25,"coral","extent",0
26,"coral","extent",0
28,"coral","extent",0
29,"coral","extent",0
30,"coral","extent",0
31,"coral","extent",0
32,"coral","extent",0
33,"coral","extent",0
34,"coral","extent",0
35,"coral","extent",0
36,"coral","extent",0
37,"coral","extent",0
38,"coral","extent",0
39,"coral","extent",0
40,"coral","extent",0
41,"coral","extent",0
42,"coral","extent",0
43,"coral","extent",0
44,"coral","extent",0
45,"coral","extent",0
46,"coral","extent",0
47,"coral","extent",0
48,"coral","extent",0
49,"coral","extent",0
50,"coral","extent",0
51,"coral","extent",0
52,"coral","extent",0
53,"coral","extent",NA
54,"coral","extent",0
55,"coral","extent",NA
56,"coral","extent",NA
57,"coral","extent",NA
58,"coral","extent",NA
59,"coral","extent",NA
60,"coral","extent",NA
61,"coral","extent",NA
62,"coral","extent",NA
63,"coral","extent",NA
64,"coral","extent",NA
65,"coral","extent",NA
66,"coral","extent",NA
67,"coral","extent",NA
68,"coral","extent",NA
69,"coral","extent",NA
70,"coral","extent",NA
71,"coral","extent",NA
72,"coral","extent",NA
73,"coral","extent",NA
74,"coral","extent",NA
75,"coral","extent",NA
76,"coral","extent",NA
77,"coral","extent",NA
78,"coral","extent",NA
79,"coral","extent",0
80,"coral","extent",NA
81,"coral","extent",NA
82,"coral","extent",NA
84,"coral","extent",NA
85,"coral","extent",NA
86,"coral","extent",NA
88,"coral","extent",NA
89,"coral","extent",NA
90,"coral","extent",NA
91,"coral","extent",NA
92,"coral","extent",NA
93,"coral","extent",NA
94,"coral","extent",NA
95,"coral","extent",NA
96,"coral","extent",NA
97,"coral","extent",NA
98,"coral","extent",NA
99,"coral","extent",NA
100,"coral","extent",NA
101,"coral","extent",NA
102,"coral","extent",0
103,"coral","extent",NA
104,"coral","extent",NA
105,"coral","extent",NA
106,"coral","extent",NA
107,"coral","extent",NA
108,"coral","extent",0
110,"coral","extent",0
111,"coral","extent",0
112,"coral","extent",0
113,"coral","extent",0
114,"coral","extent",0
115,"coral","extent",0
116,"coral","extent",0
117,"coral","extent",0
118,"coral","extent",0
119,"coral","extent",0
120,"coral","extent",0
121,"coral","extent",NA
122,"coral","extent",0
123,"coral","extent",0
124,"coral","extent",0
125,"coral","extent",0
126,"coral","extent",0
127,"coral","extent",0
129,"coral","extent",0
130,"coral","extent",0
131,"coral","extent",0
132,"coral","extent",0
133,"coral","extent",0
134,"coral","extent",NA
135,"coral","extent",0
136,"coral","extent",NA
137,"coral","extent",0
138,"coral","extent",NA
139,"coral","extent",0
140,"coral","extent",0
141,"coral","extent",NA
143,"coral","extent",NA
144,"coral","extent",NA
145,"coral","extent",NA
146,"coral","extent",0
147,"coral","extent",0
148,"coral","extent",0
149,"coral","extent",NA
150,"coral","extent",0
151,"coral","extent",0
152,"coral","extent",0
153,"coral","extent",0
154,"coral","extent",0
155,"coral","extent",0
156,"coral","extent",0
157,"coral","extent",0
158,"coral","extent",0
159,"coral","extent",0
161,"coral","extent",0
162,"coral","extent",NA
163,"coral","extent",0
164,"coral","extent",0
166,"coral","extent",0
167,"coral","extent",NA
168,"coral","extent",NA
169,"coral","extent",NA
171,"coral","extent",0
172,"coral","extent",NA
173,"coral","extent",NA
174,"coral","extent",NA
175,"coral","extent",NA
176,"coral","extent",NA
177,"coral","extent",NA
178,"coral","extent",NA
179,"coral","extent",NA
180,"coral","extent",NA
181,"coral","extent",NA
182,"coral","extent",NA
183,"coral","extent",NA
184,"coral","extent",NA
186,"coral","extent",NA
187,"coral","extent",NA
188,"coral","extent",NA
189,"coral","extent",NA
190,"coral","extent",0
191,"coral","extent",0
192,"coral","extent",NA
193,"coral","extent",NA
194,"coral","extent",NA
195,"coral","extent",NA
196,"coral","extent",NA
197,"coral","extent",NA
198,"coral","extent",NA
199,"coral","extent",NA
200,"coral","extent",NA
202,"coral","extent",0
203,"coral","extent",0
204,"coral","extent",0
205,"coral","extent",0
206,"coral","extent",0
207,"coral","extent",0
208,"coral","extent",0
209,"coral","extent",0
210,"coral","extent",0
212,"coral","extent",0
213,"coral","extent",NA
214,"coral","extent",0
215,"coral","extent",0
216,"coral","extent",0
218,"coral","extent",NA
219,"coral","extent",NA
220,"coral","extent",0
221,"coral","extent",0
222,"coral","extent",NA
223,"coral","extent",NA
224,"coral","extent",NA
227,"coral","extent",NA
228,"coral","extent",NA
231,"coral","extent",0
232,"coral","extent",NA
237,"coral","extent",0
244,"coral","extent",0
245,"coral","extent",0
247,"coral","extent",0
248,"coral","extent",0
249,"coral","extent",0
250,"coral","extent",0
