Country Name,Country Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Afghanistan,AFG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.90854172,13.02924999,14.09774427,15.13216,15.71050855,18.68513418,18.67923973,18.12634183,19.5752078,21.21537402,
Albania,ALB,,,,,,,,,,,,,,,,,,,,,2.872019268,2.568734164,2.420786422,2.328285017,2.243370649,2.184534558,2.08594518,2.026568702,1.958371097,1.887324509,1.809838895,2.425438651,8.306397139,17.46226198,23.68834981,24.43999025,30.83938334,34.47475619,38.60580416,39.75096033,40.59053397,41.06332417,41.74067433,42.26271218,43.5766193,43.63987978,41.76277348,42.54293858,41.8131924,42.04814534,44.56474521,45.85749424,45.46340129
Algeria,DZA,,,,,,,,,,,,,,,,,,,,,2.845598582,2.975208652,2.85874453,2.937098472,3.069517075,3.126662692,3.131842568,3.311729337,3.490260307,3.90220412,4.897262832,7.283899123,8.697771462,9.670772172,12.23372332,15.37213403,18.73310111,19.66567723,18.78601255,20.52454836,25.03158184,24.65075289,24.7192652,26.22443771,28.21857246,31.80737,34.28994823,35.76684261,40.10276974,35.27452176,40.29639283,46.3673076,49.20576037
American Samoa,ASM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Andorra,AND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Angola,AGO,,,,,,,,,,,,,,,,,,,,,,,,,,1.2124E-08,1.07756E-08,1.12705E-08,1.11408E-08,1.24475E-08,1.32949E-08,3.4125E-08,1.1789E-07,1.56115E-06,3.40365E-05,0.000663658,0.035863014,0.068370824,0.091235508,0.590700463,2.996371153,6.108378621,13.25418551,26.29096481,36.49267502,44.48755296,48.71763285,53.31830305,62.43162311,57.29634902,69.20152869,84.13556109,85.72679343
Antigua and Barbuda,ATG,,,,,,,,,,,,,,,,,,,,,1.238564004,1.230303815,1.283181244,1.310128972,1.302423762,1.361545651,1.43921294,1.504651615,1.630663292,1.63798429,1.613837117,1.603158829,1.607619219,1.60811773,1.623638659,1.636339584,1.649271482,1.653267205,1.669754062,1.661579529,1.859672131,1.85465323,1.837920047,1.778282107,1.757142534,1.774195,1.724491333,1.738310061,1.776074519,1.792134771,1.792635015,1.788715554,1.78618931
Argentina,ARG,,,,,,,,,,,,,,,,,,,,,2.83791E-08,5.35457E-08,1.55257E-07,7.20384E-07,4.90693E-06,3.45591E-05,5.89738E-05,0.000130109,0.000614184,0.018690093,0.391978617,0.883115411,0.968000208,0.933340515,0.940779866,0.948491182,0.93149964,0.909642117,0.881743696,0.853041602,0.843636024,0.815894536,1.04817231,1.134290853,1.205001997,1.269395503,1.394831078,,,,,,
Armenia,ARM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.006689077,0.011604898,0.076013318,1.109167869,45.73481112,116.7272241,137.1672945,158.4409046,172.9618505,170.5540862,164.6486769,167.5499458,168.7797375,172.8371812,178.7178616,178.5804723,180.9918716,183.3376782,190.1147068,193.2771199,205.7513276,209.926605,201.797731
Aruba,ABW,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
