"rgn_id","rgn_nam","year","units","layer","value_num"
6,"Vanuatu",1988,"count","DirectContributionToEmployment",1600
6,"Vanuatu",1989,"count","DirectContributionToEmployment",2900
6,"Vanuatu",1990,"count","DirectContributionToEmployment",4700
6,"Vanuatu",1991,"count","DirectContributionToEmployment",4600
6,"Vanuatu",1992,"count","DirectContributionToEmployment",5500
6,"Vanuatu",1993,"count","DirectContributionToEmployment",5800
6,"Vanuatu",1994,"count","DirectContributionToEmployment",5700
6,"Vanuatu",1995,"count","DirectContributionToEmployment",5900
6,"Vanuatu",1996,"count","DirectContributionToEmployment",6900
6,"Vanuatu",1997,"count","DirectContributionToEmployment",6300
6,"Vanuatu",1998,"count","DirectContributionToEmployment",9100
6,"Vanuatu",1999,"count","DirectContributionToEmployment",9400
6,"Vanuatu",2000,"count","DirectContributionToEmployment",10100
6,"Vanuatu",2001,"count","DirectContributionToEmployment",9200
6,"Vanuatu",2002,"count","DirectContributionToEmployment",8100
6,"Vanuatu",2003,"count","DirectContributionToEmployment",9300
6,"Vanuatu",2004,"count","DirectContributionToEmployment",9200
6,"Vanuatu",2005,"count","DirectContributionToEmployment",8500
6,"Vanuatu",2006,"count","DirectContributionToEmployment",7200
6,"Vanuatu",2007,"count","DirectContributionToEmployment",8400
6,"Vanuatu",2008,"count","DirectContributionToEmployment",9000
6,"Vanuatu",2009,"count","DirectContributionToEmployment",10500
6,"Vanuatu",2010,"count","DirectContributionToEmployment",10300
6,"Vanuatu",2011,"count","DirectContributionToEmployment",9900
6,"Vanuatu",2012,"count","DirectContributionToEmployment",11700
6,"Vanuatu",2013,"count","DirectContributionToEmployment",12700
6,"Vanuatu",1988,"count","TotalContributionToEmployment",4500
6,"Vanuatu",1989,"count","TotalContributionToEmployment",8200
6,"Vanuatu",1990,"count","TotalContributionToEmployment",11800
6,"Vanuatu",1991,"count","TotalContributionToEmployment",13200
6,"Vanuatu",1992,"count","TotalContributionToEmployment",14800
6,"Vanuatu",1993,"count","TotalContributionToEmployment",15800
6,"Vanuatu",1994,"count","TotalContributionToEmployment",14800
6,"Vanuatu",1995,"count","TotalContributionToEmployment",17100
6,"Vanuatu",1996,"count","TotalContributionToEmployment",19900
6,"Vanuatu",1997,"count","TotalContributionToEmployment",18400
6,"Vanuatu",1998,"count","TotalContributionToEmployment",23800
6,"Vanuatu",1999,"count","TotalContributionToEmployment",23800
6,"Vanuatu",2000,"count","TotalContributionToEmployment",27500
6,"Vanuatu",2001,"count","TotalContributionToEmployment",25700
6,"Vanuatu",2002,"count","TotalContributionToEmployment",23800
6,"Vanuatu",2003,"count","TotalContributionToEmployment",25900
6,"Vanuatu",2004,"count","TotalContributionToEmployment",26200
6,"Vanuatu",2005,"count","TotalContributionToEmployment",23800
6,"Vanuatu",2006,"count","TotalContributionToEmployment",20000
6,"Vanuatu",2007,"count","TotalContributionToEmployment",23200
6,"Vanuatu",2008,"count","TotalContributionToEmployment",24600
6,"Vanuatu",2009,"count","TotalContributionToEmployment",29900
6,"Vanuatu",2010,"count","TotalContributionToEmployment",29000
6,"Vanuatu",2011,"count","TotalContributionToEmployment",28800
6,"Vanuatu",2012,"count","TotalContributionToEmployment",35300
6,"Vanuatu",2013,"count","TotalContributionToEmployment",38600
6,"Vanuatu",1988,"USD","TotalContributionToGDP",4e+07
6,"Vanuatu",1989,"USD","TotalContributionToGDP",8e+07
6,"Vanuatu",1990,"USD","TotalContributionToGDP",1.14e+08
6,"Vanuatu",1991,"USD","TotalContributionToGDP",1.38e+08
6,"Vanuatu",1992,"USD","TotalContributionToGDP",1.58e+08
6,"Vanuatu",1993,"USD","TotalContributionToGDP",1.72e+08
6,"Vanuatu",1994,"USD","TotalContributionToGDP",1.71e+08
6,"Vanuatu",1995,"USD","TotalContributionToGDP",1.91e+08
6,"Vanuatu",1996,"USD","TotalContributionToGDP",2.23e+08
6,"Vanuatu",1997,"USD","TotalContributionToGDP",2.19e+08
6,"Vanuatu",1998,"USD","TotalContributionToGDP",2.94e+08
6,"Vanuatu",1999,"USD","TotalContributionToGDP",2.84e+08
6,"Vanuatu",2000,"USD","TotalContributionToGDP",3.37e+08
6,"Vanuatu",2001,"USD","TotalContributionToGDP",2.96e+08
6,"Vanuatu",2002,"USD","TotalContributionToGDP",2.56e+08
6,"Vanuatu",2003,"USD","TotalContributionToGDP",2.73e+08
6,"Vanuatu",2004,"USD","TotalContributionToGDP",2.84e+08
6,"Vanuatu",2005,"USD","TotalContributionToGDP",2.63e+08
6,"Vanuatu",2006,"USD","TotalContributionToGDP",2.27e+08
6,"Vanuatu",2007,"USD","TotalContributionToGDP",2.75e+08
6,"Vanuatu",2008,"USD","TotalContributionToGDP",2.98e+08
6,"Vanuatu",2009,"USD","TotalContributionToGDP",3.97e+08
6,"Vanuatu",2010,"USD","TotalContributionToGDP",3.89e+08
6,"Vanuatu",2011,"USD","TotalContributionToGDP",3.83e+08
6,"Vanuatu",2012,"USD","TotalContributionToGDP",4.43e+08
6,"Vanuatu",2013,"USD","TotalContributionToGDP",4.75e+08
7,"Solomon Islands",1988,"count","DirectContributionToEmployment",1200
7,"Solomon Islands",1989,"count","DirectContributionToEmployment",1700
7,"Solomon Islands",1990,"count","DirectContributionToEmployment",1500
7,"Solomon Islands",1991,"count","DirectContributionToEmployment",1800
7,"Solomon Islands",1992,"count","DirectContributionToEmployment",2500
7,"Solomon Islands",1993,"count","DirectContributionToEmployment",1600
7,"Solomon Islands",1994,"count","DirectContributionToEmployment",3300
7,"Solomon Islands",1995,"count","DirectContributionToEmployment",2500
7,"Solomon Islands",1996,"count","DirectContributionToEmployment",2600
7,"Solomon Islands",1997,"count","DirectContributionToEmployment",1500
7,"Solomon Islands",1998,"count","DirectContributionToEmployment",1400
7,"Solomon Islands",1999,"count","DirectContributionToEmployment",1700
7,"Solomon Islands",2000,"count","DirectContributionToEmployment",1400
7,"Solomon Islands",2001,"count","DirectContributionToEmployment",2400
7,"Solomon Islands",2002,"count","DirectContributionToEmployment",1300
7,"Solomon Islands",2003,"count","DirectContributionToEmployment",1100
7,"Solomon Islands",2004,"count","DirectContributionToEmployment",1200
7,"Solomon Islands",2005,"count","DirectContributionToEmployment",2000
7,"Solomon Islands",2006,"count","DirectContributionToEmployment",6900
7,"Solomon Islands",2007,"count","DirectContributionToEmployment",7100
7,"Solomon Islands",2008,"count","DirectContributionToEmployment",6500
7,"Solomon Islands",2009,"count","DirectContributionToEmployment",8000
7,"Solomon Islands",2010,"count","DirectContributionToEmployment",9700
7,"Solomon Islands",2011,"count","DirectContributionToEmployment",11100
7,"Solomon Islands",2012,"count","DirectContributionToEmployment",8600
7,"Solomon Islands",2013,"count","DirectContributionToEmployment",8300
7,"Solomon Islands",1988,"count","TotalContributionToEmployment",3000
7,"Solomon Islands",1989,"count","TotalContributionToEmployment",4300
7,"Solomon Islands",1990,"count","TotalContributionToEmployment",3900
7,"Solomon Islands",1991,"count","TotalContributionToEmployment",4700
7,"Solomon Islands",1992,"count","TotalContributionToEmployment",3500
7,"Solomon Islands",1993,"count","TotalContributionToEmployment",6600
7,"Solomon Islands",1994,"count","TotalContributionToEmployment",11500
7,"Solomon Islands",1995,"count","TotalContributionToEmployment",6900
7,"Solomon Islands",1996,"count","TotalContributionToEmployment",6700
7,"Solomon Islands",1997,"count","TotalContributionToEmployment",4800
7,"Solomon Islands",1998,"count","TotalContributionToEmployment",5100
7,"Solomon Islands",1999,"count","TotalContributionToEmployment",5000
7,"Solomon Islands",2000,"count","TotalContributionToEmployment",4000
7,"Solomon Islands",2001,"count","TotalContributionToEmployment",7400
7,"Solomon Islands",2002,"count","TotalContributionToEmployment",4800
7,"Solomon Islands",2003,"count","TotalContributionToEmployment",3400
7,"Solomon Islands",2004,"count","TotalContributionToEmployment",4200
7,"Solomon Islands",2005,"count","TotalContributionToEmployment",6700
7,"Solomon Islands",2006,"count","TotalContributionToEmployment",17900
7,"Solomon Islands",2007,"count","TotalContributionToEmployment",18700
7,"Solomon Islands",2008,"count","TotalContributionToEmployment",17100
7,"Solomon Islands",2009,"count","TotalContributionToEmployment",20800
7,"Solomon Islands",2010,"count","TotalContributionToEmployment",26300
7,"Solomon Islands",2011,"count","TotalContributionToEmployment",27300
7,"Solomon Islands",2012,"count","TotalContributionToEmployment",22500
7,"Solomon Islands",2013,"count","TotalContributionToEmployment",21900
7,"Solomon Islands",1988,"USD","TotalContributionToGDP",2e+07
7,"Solomon Islands",1989,"USD","TotalContributionToGDP",3e+07
7,"Solomon Islands",1990,"USD","TotalContributionToGDP",3e+07
7,"Solomon Islands",1991,"USD","TotalContributionToGDP",3e+07
7,"Solomon Islands",1992,"USD","TotalContributionToGDP",2e+07
7,"Solomon Islands",1993,"USD","TotalContributionToGDP",4e+07
7,"Solomon Islands",1994,"USD","TotalContributionToGDP",8e+07
7,"Solomon Islands",1995,"USD","TotalContributionToGDP",5e+07
7,"Solomon Islands",1996,"USD","TotalContributionToGDP",5e+07
7,"Solomon Islands",1997,"USD","TotalContributionToGDP",3e+07
7,"Solomon Islands",1998,"USD","TotalContributionToGDP",4e+07
7,"Solomon Islands",1999,"USD","TotalContributionToGDP",3e+07
7,"Solomon Islands",2000,"USD","TotalContributionToGDP",2e+07
7,"Solomon Islands",2001,"USD","TotalContributionToGDP",4e+07
7,"Solomon Islands",2002,"USD","TotalContributionToGDP",2e+07
7,"Solomon Islands",2003,"USD","TotalContributionToGDP",2e+07
7,"Solomon Islands",2004,"USD","TotalContributionToGDP",2e+07
7,"Solomon Islands",2005,"USD","TotalContributionToGDP",4e+07
7,"Solomon Islands",2006,"USD","TotalContributionToGDP",1e+08
7,"Solomon Islands",2007,"USD","TotalContributionToGDP",1.05e+08
7,"Solomon Islands",2008,"USD","TotalContributionToGDP",1e+08
7,"Solomon Islands",2009,"USD","TotalContributionToGDP",1.13e+08
7,"Solomon Islands",2010,"USD","TotalContributionToGDP",1.42e+08
7,"Solomon Islands",2011,"USD","TotalContributionToGDP",1.55e+08
7,"Solomon Islands",2012,"USD","TotalContributionToGDP",1.43e+08
7,"Solomon Islands",2013,"USD","TotalContributionToGDP",1.38e+08
14,"Taiwan",1988,"count","DirectContributionToEmployment",155000
14,"Taiwan",1989,"count","DirectContributionToEmployment",160400
14,"Taiwan",1990,"count","DirectContributionToEmployment",144300
14,"Taiwan",1991,"count","DirectContributionToEmployment",156300
14,"Taiwan",1992,"count","DirectContributionToEmployment",152200
14,"Taiwan",1993,"count","DirectContributionToEmployment",146500
14,"Taiwan",1994,"count","DirectContributionToEmployment",169900
14,"Taiwan",1995,"count","DirectContributionToEmployment",170400
14,"Taiwan",1996,"count","DirectContributionToEmployment",174500
14,"Taiwan",1997,"count","DirectContributionToEmployment",167700
14,"Taiwan",1998,"count","DirectContributionToEmployment",168400
14,"Taiwan",1999,"count","DirectContributionToEmployment",159200
14,"Taiwan",2000,"count","DirectContributionToEmployment",162700
14,"Taiwan",2001,"count","DirectContributionToEmployment",172800
14,"Taiwan",2002,"count","DirectContributionToEmployment",184300
14,"Taiwan",2003,"count","DirectContributionToEmployment",155700
14,"Taiwan",2004,"count","DirectContributionToEmployment",141700
14,"Taiwan",2005,"count","DirectContributionToEmployment",152000
14,"Taiwan",2006,"count","DirectContributionToEmployment",177200
14,"Taiwan",2007,"count","DirectContributionToEmployment",177700
14,"Taiwan",2008,"count","DirectContributionToEmployment",163400
14,"Taiwan",2009,"count","DirectContributionToEmployment",160600
14,"Taiwan",2010,"count","DirectContributionToEmployment",222500
14,"Taiwan",2011,"count","DirectContributionToEmployment",251900
14,"Taiwan",2012,"count","DirectContributionToEmployment",262000
14,"Taiwan",2013,"count","DirectContributionToEmployment",271900
14,"Taiwan",1988,"count","TotalContributionToEmployment",438400
14,"Taiwan",1989,"count","TotalContributionToEmployment",441500
14,"Taiwan",1990,"count","TotalContributionToEmployment",403700
14,"Taiwan",1991,"count","TotalContributionToEmployment",411600
14,"Taiwan",1992,"count","TotalContributionToEmployment",404500
14,"Taiwan",1993,"count","TotalContributionToEmployment",386300
14,"Taiwan",1994,"count","TotalContributionToEmployment",448400
14,"Taiwan",1995,"count","TotalContributionToEmployment",458300
14,"Taiwan",1996,"count","TotalContributionToEmployment",509000
14,"Taiwan",1997,"count","TotalContributionToEmployment",483100
14,"Taiwan",1998,"count","TotalContributionToEmployment",464200
14,"Taiwan",1999,"count","TotalContributionToEmployment",470500
14,"Taiwan",2000,"count","TotalContributionToEmployment",459500
14,"Taiwan",2001,"count","TotalContributionToEmployment",450200
14,"Taiwan",2002,"count","TotalContributionToEmployment",502400
14,"Taiwan",2003,"count","TotalContributionToEmployment",427000
14,"Taiwan",2004,"count","TotalContributionToEmployment",381400
14,"Taiwan",2005,"count","TotalContributionToEmployment",385800
14,"Taiwan",2006,"count","TotalContributionToEmployment",419600
14,"Taiwan",2007,"count","TotalContributionToEmployment",439700
14,"Taiwan",2008,"count","TotalContributionToEmployment",429400
