"rgn_id","rgn_nam","value_num","year","layer","units"
6,"Vanuatu",1600,1988,"DirectContributionToEmployment","count"
6,"Vanuatu",2900,1989,"DirectContributionToEmployment","count"
6,"Vanuatu",4700,1990,"DirectContributionToEmployment","count"
6,"Vanuatu",4600,1991,"DirectContributionToEmployment","count"
6,"Vanuatu",5500,1992,"DirectContributionToEmployment","count"
6,"Vanuatu",5800,1993,"DirectContributionToEmployment","count"
6,"Vanuatu",5700,1994,"DirectContributionToEmployment","count"
6,"Vanuatu",5900,1995,"DirectContributionToEmployment","count"
6,"Vanuatu",6900,1996,"DirectContributionToEmployment","count"
6,"Vanuatu",6300,1997,"DirectContributionToEmployment","count"
6,"Vanuatu",9100,1998,"DirectContributionToEmployment","count"
6,"Vanuatu",9400,1999,"DirectContributionToEmployment","count"
6,"Vanuatu",10200,2000,"DirectContributionToEmployment","count"
6,"Vanuatu",9300,2001,"DirectContributionToEmployment","count"
6,"Vanuatu",8200,2002,"DirectContributionToEmployment","count"
6,"Vanuatu",9400,2003,"DirectContributionToEmployment","count"
6,"Vanuatu",9400,2004,"DirectContributionToEmployment","count"
6,"Vanuatu",8600,2005,"DirectContributionToEmployment","count"
6,"Vanuatu",7200,2006,"DirectContributionToEmployment","count"
6,"Vanuatu",8500,2007,"DirectContributionToEmployment","count"
6,"Vanuatu",9000,2008,"DirectContributionToEmployment","count"
6,"Vanuatu",10500,2009,"DirectContributionToEmployment","count"
6,"Vanuatu",10300,2010,"DirectContributionToEmployment","count"
6,"Vanuatu",9900,2011,"DirectContributionToEmployment","count"
6,"Vanuatu",10300,2012,"DirectContributionToEmployment","count"
6,"Vanuatu",11200,2013,"DirectContributionToEmployment","count"
7,"Solomon Islands",1200,1988,"DirectContributionToEmployment","count"
7,"Solomon Islands",1700,1989,"DirectContributionToEmployment","count"
7,"Solomon Islands",1500,1990,"DirectContributionToEmployment","count"
7,"Solomon Islands",1800,1991,"DirectContributionToEmployment","count"
7,"Solomon Islands",2500,1992,"DirectContributionToEmployment","count"
7,"Solomon Islands",1600,1993,"DirectContributionToEmployment","count"
7,"Solomon Islands",3300,1994,"DirectContributionToEmployment","count"
7,"Solomon Islands",2500,1995,"DirectContributionToEmployment","count"
7,"Solomon Islands",2600,1996,"DirectContributionToEmployment","count"
7,"Solomon Islands",1500,1997,"DirectContributionToEmployment","count"
7,"Solomon Islands",1400,1998,"DirectContributionToEmployment","count"
7,"Solomon Islands",1700,1999,"DirectContributionToEmployment","count"
7,"Solomon Islands",1300,2000,"DirectContributionToEmployment","count"
7,"Solomon Islands",2400,2001,"DirectContributionToEmployment","count"
7,"Solomon Islands",1200,2002,"DirectContributionToEmployment","count"
7,"Solomon Islands",1100,2003,"DirectContributionToEmployment","count"
7,"Solomon Islands",1200,2004,"DirectContributionToEmployment","count"
7,"Solomon Islands",2000,2005,"DirectContributionToEmployment","count"
7,"Solomon Islands",6900,2006,"DirectContributionToEmployment","count"
7,"Solomon Islands",7100,2007,"DirectContributionToEmployment","count"
7,"Solomon Islands",6400,2008,"DirectContributionToEmployment","count"
7,"Solomon Islands",8000,2009,"DirectContributionToEmployment","count"
7,"Solomon Islands",9800,2010,"DirectContributionToEmployment","count"
7,"Solomon Islands",8500,2011,"DirectContributionToEmployment","count"
7,"Solomon Islands",8500,2012,"DirectContributionToEmployment","count"
7,"Solomon Islands",8100,2013,"DirectContributionToEmployment","count"
14,"Taiwan",161700,1988,"DirectContributionToEmployment","count"
14,"Taiwan",160100,1989,"DirectContributionToEmployment","count"
14,"Taiwan",144000,1990,"DirectContributionToEmployment","count"
14,"Taiwan",156100,1991,"DirectContributionToEmployment","count"
14,"Taiwan",152000,1992,"DirectContributionToEmployment","count"
14,"Taiwan",146300,1993,"DirectContributionToEmployment","count"
14,"Taiwan",169700,1994,"DirectContributionToEmployment","count"
14,"Taiwan",170200,1995,"DirectContributionToEmployment","count"
14,"Taiwan",174300,1996,"DirectContributionToEmployment","count"
14,"Taiwan",167500,1997,"DirectContributionToEmployment","count"
14,"Taiwan",168300,1998,"DirectContributionToEmployment","count"
14,"Taiwan",159100,1999,"DirectContributionToEmployment","count"
14,"Taiwan",162600,2000,"DirectContributionToEmployment","count"
14,"Taiwan",172700,2001,"DirectContributionToEmployment","count"
14,"Taiwan",184200,2002,"DirectContributionToEmployment","count"
14,"Taiwan",155500,2003,"DirectContributionToEmployment","count"
14,"Taiwan",141500,2004,"DirectContributionToEmployment","count"
14,"Taiwan",151800,2005,"DirectContributionToEmployment","count"
14,"Taiwan",176900,2006,"DirectContributionToEmployment","count"
14,"Taiwan",177400,2007,"DirectContributionToEmployment","count"
14,"Taiwan",163100,2008,"DirectContributionToEmployment","count"
14,"Taiwan",160300,2009,"DirectContributionToEmployment","count"
14,"Taiwan",209000,2010,"DirectContributionToEmployment","count"
14,"Taiwan",237300,2011,"DirectContributionToEmployment","count"
14,"Taiwan",246200,2012,"DirectContributionToEmployment","count"
14,"Taiwan",246300,2013,"DirectContributionToEmployment","count"
15,"Philippines",362900,1988,"DirectContributionToEmployment","count"
15,"Philippines",400300,1989,"DirectContributionToEmployment","count"
15,"Philippines",396900,1990,"DirectContributionToEmployment","count"
15,"Philippines",372500,1991,"DirectContributionToEmployment","count"
15,"Philippines",397400,1992,"DirectContributionToEmployment","count"
15,"Philippines",454900,1993,"DirectContributionToEmployment","count"
15,"Philippines",403500,1994,"DirectContributionToEmployment","count"
15,"Philippines",461800,1995,"DirectContributionToEmployment","count"
15,"Philippines",553000,1996,"DirectContributionToEmployment","count"
15,"Philippines",752400,1997,"DirectContributionToEmployment","count"
15,"Philippines",737200,1998,"DirectContributionToEmployment","count"
15,"Philippines",672300,1999,"DirectContributionToEmployment","count"
15,"Philippines",767600,2000,"DirectContributionToEmployment","count"
15,"Philippines",782300,2001,"DirectContributionToEmployment","count"
15,"Philippines",801900,2002,"DirectContributionToEmployment","count"
15,"Philippines",749400,2003,"DirectContributionToEmployment","count"
15,"Philippines",882400,2004,"DirectContributionToEmployment","count"
15,"Philippines",910400,2005,"DirectContributionToEmployment","count"
15,"Philippines",963800,2006,"DirectContributionToEmployment","count"
15,"Philippines",999700,2007,"DirectContributionToEmployment","count"
15,"Philippines",751000,2008,"DirectContributionToEmployment","count"
15,"Philippines",729400,2009,"DirectContributionToEmployment","count"
15,"Philippines",696400,2010,"DirectContributionToEmployment","count"
15,"Philippines",735500,2011,"DirectContributionToEmployment","count"
15,"Philippines",762100,2012,"DirectContributionToEmployment","count"
15,"Philippines",804200,2013,"DirectContributionToEmployment","count"
16,"Australia",306400,1988,"DirectContributionToEmployment","count"
16,"Australia",295900,1989,"DirectContributionToEmployment","count"
16,"Australia",305500,1990,"DirectContributionToEmployment","count"
16,"Australia",328100,1991,"DirectContributionToEmployment","count"
16,"Australia",319700,1992,"DirectContributionToEmployment","count"
16,"Australia",327200,1993,"DirectContributionToEmployment","count"
16,"Australia",373500,1994,"DirectContributionToEmployment","count"
16,"Australia",391100,1995,"DirectContributionToEmployment","count"
16,"Australia",405800,1996,"DirectContributionToEmployment","count"
16,"Australia",410200,1997,"DirectContributionToEmployment","count"
16,"Australia",419700,1998,"DirectContributionToEmployment","count"
16,"Australia",420300,1999,"DirectContributionToEmployment","count"
16,"Australia",490800,2000,"DirectContributionToEmployment","count"
16,"Australia",493200,2001,"DirectContributionToEmployment","count"
16,"Australia",487300,2002,"DirectContributionToEmployment","count"
16,"Australia",474600,2003,"DirectContributionToEmployment","count"
16,"Australia",486700,2004,"DirectContributionToEmployment","count"
16,"Australia",496700,2005,"DirectContributionToEmployment","count"
16,"Australia",479900,2006,"DirectContributionToEmployment","count"
16,"Australia",470300,2007,"DirectContributionToEmployment","count"
16,"Australia",446300,2008,"DirectContributionToEmployment","count"
16,"Australia",458600,2009,"DirectContributionToEmployment","count"
16,"Australia",484800,2010,"DirectContributionToEmployment","count"
16,"Australia",484500,2011,"DirectContributionToEmployment","count"
16,"Australia",485100,2012,"DirectContributionToEmployment","count"
16,"Australia",505300,2013,"DirectContributionToEmployment","count"
17,"Papua New Guinea",6400,1988,"DirectContributionToEmployment","count"
17,"Papua New Guinea",12400,1989,"DirectContributionToEmployment","count"
17,"Papua New Guinea",25000,1990,"DirectContributionToEmployment","count"
17,"Papua New Guinea",22200,1991,"DirectContributionToEmployment","count"
17,"Papua New Guinea",36500,1992,"DirectContributionToEmployment","count"
17,"Papua New Guinea",27300,1993,"DirectContributionToEmployment","count"
17,"Papua New Guinea",23200,1994,"DirectContributionToEmployment","count"
17,"Papua New Guinea",20600,1995,"DirectContributionToEmployment","count"
17,"Papua New Guinea",22000,1996,"DirectContributionToEmployment","count"
17,"Papua New Guinea",22100,1997,"DirectContributionToEmployment","count"
17,"Papua New Guinea",25100,1998,"DirectContributionToEmployment","count"
17,"Papua New Guinea",28200,1999,"DirectContributionToEmployment","count"
17,"Papua New Guinea",29800,2000,"DirectContributionToEmployment","count"
17,"Papua New Guinea",30600,2001,"DirectContributionToEmployment","count"
17,"Papua New Guinea",49400,2002,"DirectContributionToEmployment","count"
17,"Papua New Guinea",41100,2003,"DirectContributionToEmployment","count"
17,"Papua New Guinea",44000,2004,"DirectContributionToEmployment","count"
17,"Papua New Guinea",35700,2005,"DirectContributionToEmployment","count"
17,"Papua New Guinea",22700,2006,"DirectContributionToEmployment","count"
17,"Papua New Guinea",22200,2007,"DirectContributionToEmployment","count"
17,"Papua New Guinea",21100,2008,"DirectContributionToEmployment","count"
17,"Papua New Guinea",38500,2009,"DirectContributionToEmployment","count"
17,"Papua New Guinea",31300,2010,"DirectContributionToEmployment","count"
17,"Papua New Guinea",28500,2011,"DirectContributionToEmployment","count"
17,"Papua New Guinea",29200,2012,"DirectContributionToEmployment","count"
17,"Papua New Guinea",30000,2013,"DirectContributionToEmployment","count"
18,"Fiji",16600,1988,"DirectContributionToEmployment","count"
18,"Fiji",21800,1989,"DirectContributionToEmployment","count"
18,"Fiji",23600,1990,"DirectContributionToEmployment","count"
18,"Fiji",22400,1991,"DirectContributionToEmployment","count"
18,"Fiji",22800,1992,"DirectContributionToEmployment","count"
18,"Fiji",23100,1993,"DirectContributionToEmployment","count"
18,"Fiji",24800,1994,"DirectContributionToEmployment","count"
18,"Fiji",24900,1995,"DirectContributionToEmployment","count"
18,"Fiji",24200,1996,"DirectContributionToEmployment","count"
18,"Fiji",25500,1997,"DirectContributionToEmployment","count"
18,"Fiji",27200,1998,"DirectContributionToEmployment","count"
18,"Fiji",26900,1999,"DirectContributionToEmployment","count"
18,"Fiji",26200,2000,"DirectContributionToEmployment","count"
18,"Fiji",28400,2001,"DirectContributionToEmployment","count"
18,"Fiji",31800,2002,"DirectContributionToEmployment","count"
18,"Fiji",32900,2003,"DirectContributionToEmployment","count"
18,"Fiji",33500,2004,"DirectContributionToEmployment","count"
18,"Fiji",38300,2005,"DirectContributionToEmployment","count"
18,"Fiji",35700,2006,"DirectContributionToEmployment","count"
18,"Fiji",34400,2007,"DirectContributionToEmployment","count"
18,"Fiji",38800,2008,"DirectContributionToEmployment","count"
18,"Fiji",35600,2009,"DirectContributionToEmployment","count"
18,"Fiji",37800,2010,"DirectContributionToEmployment","count"
18,"Fiji",35000,2011,"DirectContributionToEmployment","count"
18,"Fiji",39300,2012,"DirectContributionToEmployment","count"
18,"Fiji",43300,2013,"DirectContributionToEmployment","count"
20,"South Korea",515800,1988,"DirectContributionToEmployment","count"
20,"South Korea",491700,1989,"DirectContributionToEmployment","count"
20,"South Korea",498900,1990,"DirectContributionToEmployment","count"
20,"South Korea",509300,1991,"DirectContributionToEmployment","count"
20,"South Korea",507700,1992,"DirectContributionToEmployment","count"
20,"South Korea",510900,1993,"DirectContributionToEmployment","count"
20,"South Korea",485900,1994,"DirectContributionToEmployment","count"
20,"South Korea",504300,1995,"DirectContributionToEmployment","count"
20,"South Korea",488600,1996,"DirectContributionToEmployment","count"
20,"South Korea",512500,1997,"DirectContributionToEmployment","count"
20,"South Korea",600700,1998,"DirectContributionToEmployment","count"
20,"South Korea",553500,1999,"DirectContributionToEmployment","count"
20,"South Korea",554000,2000,"DirectContributionToEmployment","count"
20,"South Korea",596000,2001,"DirectContributionToEmployment","count"
20,"South Korea",591200,2002,"DirectContributionToEmployment","count"
20,"South Korea",539400,2003,"DirectContributionToEmployment","count"
20,"South Korea",550900,2004,"DirectContributionToEmployment","count"
20,"South Korea",509200,2005,"DirectContributionToEmployment","count"
20,"South Korea",503100,2006,"DirectContributionToEmployment","count"
20,"South Korea",507300,2007,"DirectContributionToEmployment","count"
20,"South Korea",544800,2008,"DirectContributionToEmployment","count"
20,"South Korea",564500,2009,"DirectContributionToEmployment","count"
20,"South Korea",543200,2010,"DirectContributionToEmployment","count"
20,"South Korea",558300,2011,"DirectContributionToEmployment","count"
20,"South Korea",617200,2012,"DirectContributionToEmployment","count"
20,"South Korea",616000,2013,"DirectContributionToEmployment","count"
24,"Cambodia",13200,1988,"DirectContributionToEmployment","count"
24,"Cambodia",11800,1989,"DirectContributionToEmployment","count"
24,"Cambodia",18800,1990,"DirectContributionToEmployment","count"
24,"Cambodia",9000,1991,"DirectContributionToEmployment","count"
24,"Cambodia",52800,1992,"DirectContributionToEmployment","count"
24,"Cambodia",54800,1993,"DirectContributionToEmployment","count"
24,"Cambodia",39900,1994,"DirectContributionToEmployment","count"
24,"Cambodia",55300,1995,"DirectContributionToEmployment","count"
24,"Cambodia",97300,1996,"DirectContributionToEmployment","count"
24,"Cambodia",99400,1997,"DirectContributionToEmployment","count"
24,"Cambodia",137400,1998,"DirectContributionToEmployment","count"
24,"Cambodia",215100,1999,"DirectContributionToEmployment","count"
24,"Cambodia",327200,2000,"DirectContributionToEmployment","count"
24,"Cambodia",406200,2001,"DirectContributionToEmployment","count"
24,"Cambodia",458700,2002,"DirectContributionToEmployment","count"
24,"Cambodia",392600,2003,"DirectContributionToEmployment","count"
24,"Cambodia",542100,2004,"DirectContributionToEmployment","count"
24,"Cambodia",616500,2005,"DirectContributionToEmployment","count"
24,"Cambodia",613900,2006,"DirectContributionToEmployment","count"
24,"Cambodia",632400,2007,"DirectContributionToEmployment","count"
24,"Cambodia",606300,2008,"DirectContributionToEmployment","count"
24,"Cambodia",609600,2009,"DirectContributionToEmployment","count"
24,"Cambodia",650100,2010,"DirectContributionToEmployment","count"
24,"Cambodia",777100,2011,"DirectContributionToEmployment","count"
24,"Cambodia",782700,2012,"DirectContributionToEmployment","count"
24,"Cambodia",830300,2013,"DirectContributionToEmployment","count"
25,"Thailand",1378400,1988,"DirectContributionToEmployment","count"
25,"Thailand",1374600,1989,"DirectContributionToEmployment","count"
25,"Thailand",1527800,1990,"DirectContributionToEmployment","count"
25,"Thailand",1335900,1991,"DirectContributionToEmployment","count"
25,"Thailand",1404600,1992,"DirectContributionToEmployment","count"
25,"Thailand",1438700,1993,"DirectContributionToEmployment","count"
25,"Thailand",1432600,1994,"DirectContributionToEmployment","count"
25,"Thailand",1561600,1995,"DirectContributionToEmployment","count"
25,"Thailand",1474300,1996,"DirectContributionToEmployment","count"
25,"Thailand",1609400,1997,"DirectContributionToEmployment","count"
25,"Thailand",1676400,1998,"DirectContributionToEmployment","count"
25,"Thailand",1637100,1999,"DirectContributionToEmployment","count"
25,"Thailand",1800900,2000,"DirectContributionToEmployment","count"
25,"Thailand",1908400,2001,"DirectContributionToEmployment","count"
25,"Thailand",1952700,2002,"DirectContributionToEmployment","count"
25,"Thailand",1809100,2003,"DirectContributionToEmployment","count"
25,"Thailand",1983600,2004,"DirectContributionToEmployment","count"
25,"Thailand",1734300,2005,"DirectContributionToEmployment","count"
25,"Thailand",1925100,2006,"DirectContributionToEmployment","count"
25,"Thailand",1926000,2007,"DirectContributionToEmployment","count"
25,"Thailand",2032800,2008,"DirectContributionToEmployment","count"
25,"Thailand",1957700,2009,"DirectContributionToEmployment","count"
25,"Thailand",1851100,2010,"DirectContributionToEmployment","count"
25,"Thailand",1795200,2011,"DirectContributionToEmployment","count"
25,"Thailand",2019900,2012,"DirectContributionToEmployment","count"
25,"Thailand",2224100,2013,"DirectContributionToEmployment","count"
28,"Comoros",1800,1988,"DirectContributionToEmployment","count"
28,"Comoros",2200,1989,"DirectContributionToEmployment","count"
28,"Comoros",1700,1990,"DirectContributionToEmployment","count"
28,"Comoros",3100,1991,"DirectContributionToEmployment","count"
28,"Comoros",2700,1992,"DirectContributionToEmployment","count"
28,"Comoros",2900,1993,"DirectContributionToEmployment","count"
28,"Comoros",6400,1994,"DirectContributionToEmployment","count"
28,"Comoros",7100,1995,"DirectContributionToEmployment","count"
28,"Comoros",8400,1996,"DirectContributionToEmployment","count"
28,"Comoros",9700,1997,"DirectContributionToEmployment","count"
28,"Comoros",6800,1998,"DirectContributionToEmployment","count"
28,"Comoros",7600,1999,"DirectContributionToEmployment","count"
28,"Comoros",7500,2000,"DirectContributionToEmployment","count"
28,"Comoros",4800,2001,"DirectContributionToEmployment","count"
28,"Comoros",5200,2002,"DirectContributionToEmployment","count"
28,"Comoros",4400,2003,"DirectContributionToEmployment","count"
28,"Comoros",5100,2004,"DirectContributionToEmployment","count"
28,"Comoros",5800,2005,"DirectContributionToEmployment","count"
28,"Comoros",5800,2006,"DirectContributionToEmployment","count"
28,"Comoros",5500,2007,"DirectContributionToEmployment","count"
28,"Comoros",4600,2008,"DirectContributionToEmployment","count"
28,"Comoros",4400,2009,"DirectContributionToEmployment","count"
28,"Comoros",4800,2010,"DirectContributionToEmployment","count"
28,"Comoros",4900,2011,"DirectContributionToEmployment","count"
28,"Comoros",5200,2012,"DirectContributionToEmployment","count"
28,"Comoros",5200,2013,"DirectContributionToEmployment","count"
31,"Seychelles",3600,1988,"DirectContributionToEmployment","count"
31,"Seychelles",4300,1989,"DirectContributionToEmployment","count"
31,"Seychelles",4600,1990,"DirectContributionToEmployment","count"
31,"Seychelles",4400,1991,"DirectContributionToEmployment","count"
31,"Seychelles",4300,1992,"DirectContributionToEmployment","count"
31,"Seychelles",4600,1993,"DirectContributionToEmployment","count"
31,"Seychelles",5400,1994,"DirectContributionToEmployment","count"
31,"Seychelles",5700,1995,"DirectContributionToEmployment","count"
31,"Seychelles",5300,1996,"DirectContributionToEmployment","count"
31,"Seychelles",5100,1997,"DirectContributionToEmployment","count"
31,"Seychelles",5000,1998,"DirectContributionToEmployment","count"
31,"Seychelles",5500,1999,"DirectContributionToEmployment","count"
31,"Seychelles",6400,2000,"DirectContributionToEmployment","count"
31,"Seychelles",6500,2001,"DirectContributionToEmployment","count"
31,"Seychelles",6500,2002,"DirectContributionToEmployment","count"
31,"Seychelles",6300,2003,"DirectContributionToEmployment","count"
31,"Seychelles",6600,2004,"DirectContributionToEmployment","count"
31,"Seychelles",7000,2005,"DirectContributionToEmployment","count"
31,"Seychelles",8500,2006,"DirectContributionToEmployment","count"
31,"Seychelles",10900,2007,"DirectContributionToEmployment","count"
31,"Seychelles",12700,2008,"DirectContributionToEmployment","count"
31,"Seychelles",12400,2009,"DirectContributionToEmployment","count"
31,"Seychelles",10800,2010,"DirectContributionToEmployment","count"
31,"Seychelles",11000,2011,"DirectContributionToEmployment","count"
31,"Seychelles",11100,2012,"DirectContributionToEmployment","count"
31,"Seychelles",10900,2013,"DirectContributionToEmployment","count"
32,"Reunion",3700,1988,"DirectContributionToEmployment","count"
32,"Reunion",4200,1989,"DirectContributionToEmployment","count"
32,"Reunion",5300,1990,"DirectContributionToEmployment","count"
32,"Reunion",5100,1991,"DirectContributionToEmployment","count"
32,"Reunion",5000,1992,"DirectContributionToEmployment","count"
32,"Reunion",4800,1993,"DirectContributionToEmployment","count"
