"r0_label","r1_label","r2_label","v_label","r0","r1","r2","id","w","v","r2_v","r1_v","r0_v","r2_n","r1_n","r0_n","r2_n_notna","r1_n_notna","r0_n_notna","z_level","z_ids","z_n","z_n_pct","z_g_score","z"
"World","Africa","Eastern Africa","Bassas da India",1,2,14,34,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Comoro Islands",1,2,14,28,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Djibouti",1,2,14,46,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Eritrea",1,2,14,45,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Glorioso Islands",1,2,14,30,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Ile Europa",1,2,14,35,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Ile Tromelin",1,2,14,36,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Juan de Nova Island",1,2,14,33,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Kenya",1,2,14,43,1,0.545932733428571,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"v","43",1,1,0,0.545932733428571
"World","Africa","Eastern Africa","Madagascar",1,2,14,42,1,0.480484931285714,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"v","42",1,1,0,0.480484931285714
"World","Africa","Eastern Africa","Mauritius",1,2,14,37,1,0.616381541571429,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"v","37",1,1,0,0.616381541571429
"World","Africa","Eastern Africa","Mayotte",1,2,14,29,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Mozambique",1,2,14,41,1,0.473003173857143,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"v","41",1,1,0,0.473003173857143
"World","Africa","Eastern Africa","R_union",1,2,14,32,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Seychelles",1,2,14,31,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Somalia",1,2,14,44,,,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"r2","37,41,42,43,202",5,0.294117647058824,0.352941176470588,0.524967493457143
"World","Africa","Eastern Africa","Tanzania",1,2,14,202,1,0.509035087142857,0.524967493457143,0.53278494785034,0.61255323344026,17,46,220,5,21,110,"v","202",1,1,0,0.509035087142857
"World","Africa","Middle Africa","Angola",1,2,17,200,1,0.423071097285714,0.469168296857143,0.53278494785034,0.61255323344026,7,46,220,2,21,110,"v","200",1,1,0,0.423071097285714
