"rgn_id","rgn_nam","year","tonnes","category"
5,"New Caledonia",2002,0,"spg"
5,"New Caledonia",2005,0,"spg"
5,"New Caledonia",2006,0,"swd"
5,"New Caledonia",2007,0,"swd"
5,"New Caledonia",2007,0,"swd"
5,"New Caledonia",2008,0,"shl"
5,"New Caledonia",2008,0,"spg"
5,"New Caledonia",2008,0,"swd"
5,"New Caledonia",2008,0,"swd"
5,"New Caledonia",2009,0,"shl"
5,"New Caledonia",2009,0,"spg"
5,"New Caledonia",2009,0,"swd"
5,"New Caledonia",2009,0,"swd"
5,"New Caledonia",2010,0,"spg"
5,"New Caledonia",2010,0,"swd"
5,"New Caledonia",2010,0,"swd"
5,"New Caledonia",2011,0,"spg"
5,"New Caledonia",2011,0,"swd"
5,"New Caledonia",2011,0,"swd"
5,"New Caledonia",2001,0.1,"shl"
5,"New Caledonia",2001,0.1,"spg"
5,"New Caledonia",2002,0.1,"shl"
5,"New Caledonia",2003,0.1,"shl"
5,"New Caledonia",2003,0.1,"spg"
5,"New Caledonia",2004,0.1,"shl"
5,"New Caledonia",2004,0.1,"spg"
5,"New Caledonia",2005,0.1,"shl"
5,"New Caledonia",2005,0.1,"swd"
5,"New Caledonia",2005,0.1,"swd"
5,"New Caledonia",2006,0.1,"shl"
5,"New Caledonia",2006,0.1,"spg"
5,"New Caledonia",2006,0.1,"swd"
5,"New Caledonia",2007,0.1,"shl"
5,"New Caledonia",2007,0.1,"spg"
5,"New Caledonia",2010,0.1,"shl"
5,"New Caledonia",2011,0.1,"oil"
5,"New Caledonia",1999,1,"orn"
5,"New Caledonia",2011,1,"shl"
5,"New Caledonia",1984,3,"orn"
5,"New Caledonia",1986,3,"orn"
5,"New Caledonia",2006,3,"orn"
5,"New Caledonia",2009,3,"orn"
5,"New Caledonia",1997,4,"orn"
5,"New Caledonia",2002,4,"orn"
5,"New Caledonia",2005,4,"orn"
5,"New Caledonia",2007,4,"orn"
5,"New Caledonia",2008,4,"orn"
5,"New Caledonia",1987,5,"orn"
5,"New Caledonia",1998,5,"orn"
5,"New Caledonia",2003,5,"orn"
5,"New Caledonia",2004,5,"orn"
5,"New Caledonia",2010,6,"orn"
5,"New Caledonia",2011,6,"orn"
5,"New Caledonia",2000,7,"orn"
5,"New Caledonia",2001,7,"orn"
5,"New Caledonia",2002,78,"shl"
5,"New Caledonia",2000,96,"shl"
5,"New Caledonia",1999,98,"shl"
5,"New Caledonia",2003,100,"shl"
5,"New Caledonia",2004,120,"shl"
5,"New Caledonia",2011,144,"shl"
5,"New Caledonia",2005,153,"shl"
5,"New Caledonia",2006,187,"shl"
5,"New Caledonia",2007,198,"shl"
5,"New Caledonia",2008,199,"shl"
5,"New Caledonia",2010,228,"shl"
5,"New Caledonia",2009,277,"shl"
5,"New Caledonia",2001,343,"shl"
5,"New Caledonia",1976,,"oil"
5,"New Caledonia",1976,,"orn"
5,"New Caledonia",1976,,"shl"
5,"New Caledonia",1976,,"shl"
5,"New Caledonia",1976,,"spg"
5,"New Caledonia",1976,,"swd"
5,"New Caledonia",1976,,"swd"
5,"New Caledonia",1977,,"oil"
5,"New Caledonia",1977,,"orn"
5,"New Caledonia",1977,,"shl"
5,"New Caledonia",1977,,"shl"
5,"New Caledonia",1977,,"spg"
5,"New Caledonia",1977,,"swd"
5,"New Caledonia",1977,,"swd"
5,"New Caledonia",1978,,"oil"
5,"New Caledonia",1978,,"orn"
5,"New Caledonia",1978,,"shl"
5,"New Caledonia",1978,,"shl"
5,"New Caledonia",1978,,"spg"
5,"New Caledonia",1978,,"swd"
5,"New Caledonia",1978,,"swd"
5,"New Caledonia",1979,,"oil"
5,"New Caledonia",1979,,"orn"
5,"New Caledonia",1979,,"shl"
5,"New Caledonia",1979,,"shl"
5,"New Caledonia",1979,,"spg"
5,"New Caledonia",1979,,"swd"
5,"New Caledonia",1979,,"swd"
5,"New Caledonia",1980,,"oil"
5,"New Caledonia",1980,,"orn"
5,"New Caledonia",1980,,"shl"
5,"New Caledonia",1980,,"shl"
5,"New Caledonia",1980,,"spg"
5,"New Caledonia",1980,,"swd"
5,"New Caledonia",1980,,"swd"
5,"New Caledonia",1981,,"oil"
5,"New Caledonia",1981,,"orn"
5,"New Caledonia",1981,,"shl"
5,"New Caledonia",1981,,"shl"
5,"New Caledonia",1981,,"spg"
5,"New Caledonia",1981,,"swd"
5,"New Caledonia",1981,,"swd"
5,"New Caledonia",1982,,"oil"
5,"New Caledonia",1982,,"orn"
5,"New Caledonia",1982,,"shl"
5,"New Caledonia",1982,,"shl"
5,"New Caledonia",1982,,"spg"
5,"New Caledonia",1982,,"swd"
5,"New Caledonia",1982,,"swd"
5,"New Caledonia",1983,,"oil"
5,"New Caledonia",1983,,"orn"
5,"New Caledonia",1983,,"shl"
5,"New Caledonia",1983,,"shl"
5,"New Caledonia",1983,,"spg"
5,"New Caledonia",1983,,"swd"
5,"New Caledonia",1983,,"swd"
5,"New Caledonia",1984,,"oil"
5,"New Caledonia",1984,,"shl"
5,"New Caledonia",1984,,"shl"
5,"New Caledonia",1984,,"spg"
5,"New Caledonia",1984,,"swd"
5,"New Caledonia",1984,,"swd"
5,"New Caledonia",1985,,"oil"
5,"New Caledonia",1985,,"orn"
5,"New Caledonia",1985,,"shl"
5,"New Caledonia",1985,,"shl"
5,"New Caledonia",1985,,"spg"
5,"New Caledonia",1985,,"swd"
5,"New Caledonia",1985,,"swd"
5,"New Caledonia",1986,,"oil"
5,"New Caledonia",1986,,"shl"
5,"New Caledonia",1986,,"shl"
5,"New Caledonia",1986,,"spg"
5,"New Caledonia",1986,,"swd"
5,"New Caledonia",1986,,"swd"
5,"New Caledonia",1987,,"oil"
5,"New Caledonia",1987,,"shl"
5,"New Caledonia",1987,,"shl"
5,"New Caledonia",1987,,"spg"
5,"New Caledonia",1987,,"swd"
5,"New Caledonia",1987,,"swd"
5,"New Caledonia",1988,,"oil"
5,"New Caledonia",1988,,"orn"
5,"New Caledonia",1988,,"shl"
5,"New Caledonia",1988,,"shl"
5,"New Caledonia",1988,,"spg"
5,"New Caledonia",1988,,"swd"
5,"New Caledonia",1988,,"swd"
5,"New Caledonia",1989,,"oil"
5,"New Caledonia",1989,,"orn"
5,"New Caledonia",1989,,"shl"
5,"New Caledonia",1989,,"shl"
5,"New Caledonia",1989,,"spg"
5,"New Caledonia",1989,,"swd"
5,"New Caledonia",1989,,"swd"
5,"New Caledonia",1990,,"oil"
5,"New Caledonia",1990,,"orn"
5,"New Caledonia",1990,,"shl"
5,"New Caledonia",1990,,"shl"
5,"New Caledonia",1990,,"spg"
5,"New Caledonia",1990,,"swd"
5,"New Caledonia",1990,,"swd"
5,"New Caledonia",1991,,"oil"
5,"New Caledonia",1991,,"orn"
5,"New Caledonia",1991,,"shl"
5,"New Caledonia",1991,,"shl"
5,"New Caledonia",1991,,"spg"
5,"New Caledonia",1991,,"swd"
5,"New Caledonia",1991,,"swd"
5,"New Caledonia",1992,,"oil"
5,"New Caledonia",1992,,"orn"
5,"New Caledonia",1992,,"shl"
5,"New Caledonia",1992,,"shl"
5,"New Caledonia",1992,,"spg"
5,"New Caledonia",1992,,"swd"
5,"New Caledonia",1992,,"swd"
5,"New Caledonia",1993,,"oil"
5,"New Caledonia",1993,,"orn"
5,"New Caledonia",1993,,"shl"
5,"New Caledonia",1993,,"shl"
5,"New Caledonia",1993,,"spg"
5,"New Caledonia",1993,,"swd"
5,"New Caledonia",1993,,"swd"
5,"New Caledonia",1994,,"oil"
5,"New Caledonia",1994,,"orn"
5,"New Caledonia",1994,,"shl"
5,"New Caledonia",1994,,"shl"
5,"New Caledonia",1994,,"spg"
5,"New Caledonia",1994,,"swd"
5,"New Caledonia",1994,,"swd"
5,"New Caledonia",1995,,"oil"
5,"New Caledonia",1995,,"orn"
5,"New Caledonia",1995,,"shl"
5,"New Caledonia",1995,,"shl"
5,"New Caledonia",1995,,"spg"
5,"New Caledonia",1995,,"swd"
5,"New Caledonia",1995,,"swd"
5,"New Caledonia",1996,,"oil"
5,"New Caledonia",1996,,"orn"
5,"New Caledonia",1996,,"shl"
5,"New Caledonia",1996,,"shl"
5,"New Caledonia",1996,,"spg"
5,"New Caledonia",1996,,"swd"
5,"New Caledonia",1996,,"swd"
5,"New Caledonia",1997,,"oil"
5,"New Caledonia",1997,,"shl"
5,"New Caledonia",1997,,"shl"
5,"New Caledonia",1997,,"spg"
5,"New Caledonia",1997,,"swd"
5,"New Caledonia",1997,,"swd"
5,"New Caledonia",1998,,"oil"
5,"New Caledonia",1998,,"shl"
5,"New Caledonia",1998,,"shl"
5,"New Caledonia",1998,,"spg"
5,"New Caledonia",1998,,"swd"
5,"New Caledonia",1998,,"swd"
5,"New Caledonia",1999,,"oil"
5,"New Caledonia",1999,,"shl"
5,"New Caledonia",1999,,"spg"
5,"New Caledonia",1999,,"swd"
5,"New Caledonia",1999,,"swd"
5,"New Caledonia",2000,,"oil"
5,"New Caledonia",2000,,"shl"
5,"New Caledonia",2000,,"spg"
5,"New Caledonia",2000,,"swd"
5,"New Caledonia",2000,,"swd"
5,"New Caledonia",2001,,"oil"
5,"New Caledonia",2001,,"swd"
5,"New Caledonia",2001,,"swd"
5,"New Caledonia",2002,,"oil"
5,"New Caledonia",2002,,"swd"
5,"New Caledonia",2002,,"swd"
5,"New Caledonia",2003,,"oil"
5,"New Caledonia",2003,,"swd"
5,"New Caledonia",2003,,"swd"
5,"New Caledonia",2004,,"oil"
5,"New Caledonia",2004,,"swd"
5,"New Caledonia",2004,,"swd"
5,"New Caledonia",2005,,"oil"
5,"New Caledonia",2006,,"oil"
5,"New Caledonia",2007,,"oil"
5,"New Caledonia",2008,,"oil"
5,"New Caledonia",2009,,"oil"
5,"New Caledonia",2010,,"oil"
6,"Vanuatu",2006,0,"crl"
6,"Vanuatu",2006,0,"orn"
6,"Vanuatu",2006,0,"orn"
6,"Vanuatu",2007,0,"crl"
6,"Vanuatu",2007,0,"orn"
6,"Vanuatu",2007,0,"orn"
6,"Vanuatu",2008,0,"crl"
6,"Vanuatu",2008,0,"orn"
6,"Vanuatu",2008,0,"orn"
6,"Vanuatu",2009,0,"crl"
6,"Vanuatu",2009,0,"orn"
6,"Vanuatu",2009,0,"orn"
6,"Vanuatu",2010,0,"crl"
6,"Vanuatu",2010,0,"orn"
6,"Vanuatu",2010,0,"orn"
6,"Vanuatu",2011,0,"crl"
6,"Vanuatu",2011,0,"orn"
6,"Vanuatu",2011,0,"orn"
6,"Vanuatu",2004,0.1,"shl"
6,"Vanuatu",2007,2,"shl"
6,"Vanuatu",2011,6,"shl"
6,"Vanuatu",2008,10,"shl"
6,"Vanuatu",2006,11,"shl"
6,"Vanuatu",2001,12,"shl"
6,"Vanuatu",2005,12,"shl"
6,"Vanuatu",2010,17,"shl"
6,"Vanuatu",1998,25,"crl"
6,"Vanuatu",2009,26,"shl"
6,"Vanuatu",2001,29,"crl"
6,"Vanuatu",2005,32,"crl"
6,"Vanuatu",2004,36,"crl"
6,"Vanuatu",1999,48,"crl"
6,"Vanuatu",2002,59,"crl"
6,"Vanuatu",2003,63,"crl"
6,"Vanuatu",1976,,"crl"
6,"Vanuatu",1976,,"orn"
