"rgn_name","rgn_id","product","year","usd"
"Albania",82,"corals",1996,391
"Albania",82,"corals",1997,137
"Albania",82,"corals",1998,156
"Albania",82,"corals",1999,316
"Albania",82,"corals",2000,57
"Albania",82,"corals",2001,21
"Albania",82,"corals",2002,33
"Albania",82,"corals",2003,54
"Albania",82,"corals",2004,126
"Albania",82,"corals",2005,29
"Albania",82,"corals",2006,29
"Albania",82,"corals",2007,0
"Albania",82,"corals",2008,136
"Albania",82,"corals",2009,120
"Albania",82,"corals",2010,0
"Albania",82,"corals",2011,160
"Albania",82,"ornamentals",2000,1
"Albania",82,"ornamentals",2001,0
"Albania",82,"ornamentals",2002,0
"Albania",82,"ornamentals",2003,0
"Albania",82,"ornamentals",2004,4
"Albania",82,"ornamentals",2005,1
"Albania",82,"ornamentals",2006,6
"Albania",82,"ornamentals",2007,0
"Albania",82,"ornamentals",2008,16
"Albania",82,"ornamentals",2009,5
"Albania",82,"ornamentals",2010,0
"Albania",82,"ornamentals",2011,0
"Albania",82,"seaweeds",2011,11
"Algeria",84,"fish_oil",2005,0
"Algeria",84,"fish_oil",2006,0
"Algeria",84,"fish_oil",2007,0
"Algeria",84,"fish_oil",2008,0
"Algeria",84,"fish_oil",2009,0
"Algeria",84,"fish_oil",2010,0
"Algeria",84,"fish_oil",2011,0
"Algeria",84,"ornamentals",2001,3
"Algeria",84,"ornamentals",2002,2
"Algeria",84,"ornamentals",2003,12
"Algeria",84,"ornamentals",2004,8
"Algeria",84,"ornamentals",2005,5
"Algeria",84,"ornamentals",2006,0
"Algeria",84,"ornamentals",2007,4
"Algeria",84,"ornamentals",2008,0
"Algeria",84,"ornamentals",2009,0
"Algeria",84,"ornamentals",2010,0
"Algeria",84,"ornamentals",2011,0
"Algeria",84,"seaweeds",1996,57
"Algeria",84,"seaweeds",1997,0
"Algeria",84,"seaweeds",1998,0
"Algeria",84,"seaweeds",1999,0
"Algeria",84,"seaweeds",2000,0
"Algeria",84,"seaweeds",2001,0
"Algeria",84,"seaweeds",2002,0
"Algeria",84,"seaweeds",2003,0
"Algeria",84,"seaweeds",2004,0
"Algeria",84,"seaweeds",2005,0
"Algeria",84,"seaweeds",2006,0
